subject_external_id	subject_id	subject_name	DataSet	subject_external_db	relation	object	Curator
16947349	VFB_00102fbl	MB2ON-203 (L1EM:16947349)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17423412	VFB_00102ffb	MB2IN-176 (L1EM:17423412)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
15894178	VFB_00102f6w	UNK descending contralateral 2 right (L1EM:15894178)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
9103710	VFB_00102est	BLVp1 bilateral 1 right; Tel-like 1 BPL bilateral; BLVp1 6 (L1EM:9103710)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17223685	VFB_00102fd0	DPMpm1 1 DN? left (L1EM:17223685)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
11359482	VFB_00102eyd	CM4 contralateral 1 right; DPMpm c 3 MEF ven and comm; CM4 dor pos 8 (L1EM:11359482)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17756162	VFB_00102fi6	DS_noci_sibling-like_right (L1EM:17756162)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17355860	VFB_00102fdv	BAla34 ascending 3 right (L1EM:17355860)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
16562142	VFB_00102f9w	UNK contralateral 3 left (L1EM:16562142)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
10710503	VFB_00102ew9	CM4 do pos 3 left (L1EM:10710503)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
16355225	VFB_00102f89	DPMpl12 Hook 1 right (L1EM:16355225)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
1805418	VFB_00102eha	BLP post ven neuron 1 right; BLP34 a 6 (L1EM:1805418)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17488886	VFB_00102ffo	DPlal1-3_med sparse unpaired left (L1EM:17488886)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
16945771	VFB_00102fbk	A08(X16)_a1r (A07_a1r) (L1EM:16945771)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
3869488	VFB_00102ejs	PN (L1EM:3869488)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
21220994	VFB_00102fmk	Basal Tel-like 1 left (L1EM:21220994)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17420035	VFB_00102ff9	PDL1_left (L1EM:17420035)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
5289042	VFB_00102elq	BLVa12 local 2 left (L1EM:5289042)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17031293	VFB_00102fc7	Hydra_right (L1EM:17031293)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
10059655	VFB_00102euw	contra-vine 2 right (L1EM:10059655)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
8412625	VFB_00102eqs	Basal Tel-like 2 right (L1EM:8412625)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
5476653	VFB_00102elv	MB2IN-149 (L1EM:5476653)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
6554358	VFB_00102eoe	DPMpl12 double descending right (L1EM:6554358)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
5577650	VFB_00102em4	MIXED brancher left (L1EM:5577650)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
8812078	VFB_00102eru	MIXED crinkled right; BLAd ant med 2 meets Larderet neuron 8812079 (L1EM:8812078)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
8154054	VFB_00102eq0	BAmas12_dor center output 1 left (L1EM:8154054)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
13854190	VFB_00102f2k	MB2IN-149 (L1EM:13854190)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17513284	VFB_00102ffp	BLAv12 1 left (L1EM:17513284)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
12281339	VFB_00102ezo	Another bilateral axon_35a left (L1EM:12281339)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
16471422	VFB_00102f94	MB2ON-167 (L1EM:16471422)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
9714476	VFB_00102eu6	BAmd1 contralateral 1 left (L1EM:9714476)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
10870424	VFB_00102ewp	CPd contralateral 1 right; CP4 5 (L1EM:10870424)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
5745110	VFB_00102emq	BLP34 bilateral 2 left (L1EM:5745110)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
16431065	VFB_00102f8n	BAla34 large span neuron left (L1EM:16431065)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17360030	VFB_00102fed	DPlal simple bilateral 4 left (L1EM:17360030)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
8391330	VFB_00102eqq	DPMl a 2 DPPT neuron left (L1EM:8391330)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
18292832	VFB_00102fjr	LH-27 (L1EM:18292832)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
3765735	VFB_00102ejh	BLAl horseshoe neuron right (L1EM:3765735)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
7283193	VFB_00102ep0	UNK brancher 6 left (L1EM:7283193)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
2670619	VFB_00102ehy	putative 11H10 right (L1EM:2670619)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
3913613	VFB_00102eju	Horseshoe Bilateral right (L1EM:3913613)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
14655602	VFB_00102f3e	DPML1_l (L1EM:14655602)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
15516413	VFB_00102f4q	DALcm12 fork left; DALcm12 L v ap 9 (L1EM:15516413)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
10282065	VFB_00102ev9	BLAv12 lat bilateral neuron 1 left (L1EM:10282065)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17897298	VFB_00102fip	BLV hook 1 right (L1EM:17897298)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
13242252	VFB_00102f1e	MIXED looper right (L1EM:13242252)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
13084891	VFB_00102f18	lasso-top right (L1EM:13084891)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
2669331	VFB_00102ehw	DPMpm1 horseshoe right (L1EM:2669331)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17473163	VFB_00102ffm	DPMl contralateral descending left (L1EM:17473163)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17025508	VFB_00102fc6	DPM descending thin right; WB_DPMl R (L1EM:17025508)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17336347	VFB_00102fdl	MB2IN-140 (L1EM:17336347)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
4433197	VFB_00102ekv	DALcl12 v d 3 L (L1EM:4433197)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
10792617	VFB_00102ewk	DPMpm1  2_left (L1EM:10792617)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
16934932	VFB_00102fbe	UNK contralateral 1 right (L1EM:16934932)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
3061422	VFB_00102eir	DM-NPF_conn4_left (L1EM:3061422)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
9532295	VFB_00102etr	BAlp_ant ascending dendrite right (L1EM:9532295)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17047087	VFB_00102fca	MB2IN-209 (L1EM:17047087)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
16561224	VFB_00102f9s	BAmd2 contralateral descending 1 left (L1EM:16561224)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17588623	VFB_00102fg3	ASB Strange Neurites right (defect?) (L1EM:17588623)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
6572414	VFB_00102eof	MB2ON-209 (L1EM:6572414)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
13832416	VFB_00102f2d	BAmas12_dor Hook left (L1EM:13832416)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
15689046	VFB_00102f6h	DPlal simple bilateral 7 left (L1EM:15689046)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
15732050	VFB_00102f6k	Output of PC Hugin right (L1EM:15732050)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
8127390	VFB_00102epw	down_oct1_right (L1EM:8127390)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
10949382	VFB_00102ex6	A08(X16)_a1l (A07_a1l) (L1EM:10949382)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
16494105	VFB_00102f9a	AF9: brush left (L1EM:16494105)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
19010160	VFB_00102fkm	CPf descending ipsilateral right (L1EM:19010160)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
18302931	VFB_00102fju	UNK horseshoe 3 right (L1EM:18302931)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
4812481	VFB_00102el7	double-hook BAmv1/2 right (L1EM:4812481)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
9585036	VFB_00102etv	LH_sibling 67 like right (L1EM:9585036)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17587730	VFB_00102fg1	BAmv12 descending 1 right (L1EM:17587730)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
11184236	VFB_00102exv	KS LN 3b right (L1EM:11184236)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
14759661	VFB_00102f3t	DALl1 6 right (L1EM:14759661)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
8979434	VFB_00102esa	DPlal simple bilateral 7 right (L1EM:8979434)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
16693923	VFB_00102fal	BLP12 hook 1 left (L1EM:16693923)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17247877	VFB_00102fd3	neu1_right (L1EM:17247877)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17897230	VFB_00102fio	BLAv12 ipsi 2 right (L1EM:17897230)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
11756023	VFB_00102eyz	BLP12 descending 2 left; dpn_left_1304_13 (L1EM:11756023)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
5786898	VFB_00102en4	DALcm12-v forked right; 1+0 DALcm12 v ap 3_right (L1EM:5786898)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
16884085	VFB_00102fb7	MB2IN-163 (L1EM:16884085)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
3729496	VFB_00102eje	Input from both Munin 3, into SOG left, PAIR #2 (L1EM:3729496)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
12746220	VFB_00102f0o	DPLl 2 right (L1EM:12746220)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
12195879	VFB_00102ezj	Tel-like 8 left (L1EM:12195879)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17654991	VFB_00102fgi	BLP12 bilateral horseshoe 1 right (L1EM:17654991)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17379372	VFB_00102ff1	MB2ON-235 (L1EM:17379372)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
15577444	VFB_00102f55	MB2IN-83 (L1EM:15577444)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
11934107	VFB_00102ez9	I1 left (ipsilat PN to bilateral LH) (L1EM:11934107)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
5790355	VFB_00102en5	DALcm12 fork 2 right; DALcm12 v ap 4  (L1EM:5790355)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
12049797	VFB_00102ezg	MB2ON-259 (L1EM:12049797)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
13411525	VFB_00102f1p	DPMm1 ipsilateral sheet right (L1EM:13411525)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
11714576	VFB_00102eyp	Weird PN to LH Right (L1EM:11714576)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
12371688	VFB_00102ezz	BLVa_t bilateral left (L1EM:12371688)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
12031406	VFB_00102ezf	DPLc4_5_right (PB to LAL) (L1EM:12031406)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
16931001	VFB_00102fbd	BLAv12_ant descending 1 left (L1EM:16931001)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
19101351	VFB_00102fky	BLVp1 bilateral descending left (L1EM:19101351)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
9488991	VFB_00102etk	MB2IN-173 (L1EM:9488991)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
3765728	VFB_00102ejg	UNK bridge right; AF6: Munin Output right (L1EM:3765728)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
10527147	VFB_00102evw	CP descending contralateral 3 left (L1EM:10527147)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
19045334	VFB_00102fko	LH_sibling 67 like left (L1EM:19045334)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17913185	VFB_00102fir	PPLV-1 right (L1EM:17913185)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
6252764	VFB_00102eob	BAlc post lat lat 6 AL right (L1EM:6252764)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
8717042	VFB_00102erk	MB2ON-159 (L1EM:8717042)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
15431408	VFB_00102f4h	MB2ON-210 (L1EM:15431408)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
10237401	VFB_00102ev4	CM13 splitter left (L1EM:10237401)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17425996	VFB_00102ffc	MB2IN-165 (L1EM:17425996)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
8227502	VFB_00102eqa	DPMpl12 Giraffe 1 right  (L1EM:8227502)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
16952648	VFB_00102fbu	DALd midloop 1 left; DALd_l  9 (L1EM:16952648)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
7429933	VFB_00102ep5	DPLam Talon 2 right; DALl1 6 STBA (L1EM:7429933)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
13046354	VFB_00102f15	DPLm ant 1 right (L1EM:13046354)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
8571259	VFB_00102er3	DPMm1 4_right  (L1EM:8571259)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
15683275	VFB_00102f6e	LH-4 (L1EM:15683275)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
5134110	VFB_00102ell	receives from telephone, outputs onto telegoro R (L1EM:5134110)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
9519425	VFB_00102eto	UNK brancher 1 right (L1EM:9519425)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
17658672	VFB_00102fgm	BLVp1 hook 3 right (L1EM:17658672)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
12990900	VFB_00102f0y	UNK ipsilateral 1 right; DPLc ant med 2 right (L1EM:12990900)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
16651566	VFB_00102faa	BLAv12 hook 1 right (L1EM:16651566)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
12252572	VFB_00102ezk	BLAv12 hook 1 left (L1EM:12252572)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
16098538	VFB_00102f7d	DPLm2 gnarled left (L1EM:16098538)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
11009492	VFB_00102exf	DPMpl12 tall 1 left (L1EM:11009492)	WindingPedigo2023	catmaid_l1em	part_of	larval nervous system	cp390
