subject_external_id	subject_id	subject_name	DataSet	subject_external_db	relation	object	Curator
4829813	VFB_00100646	A12q_a1r (L1EM:4829813)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4901446	VFB_00100649	A10f_a2l (L1EM:4901446)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4081479	VFB_00100630	A19c_a1l (L1EM:4081479)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3720037	VFB_00100687	gorogoro t2l (L1EM:3720037)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
5185729	VFB_00100654	A05e_a1r (L1EM:5185729)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4049878	VFB_00100616	Basin4_a1 (L1EM:4049878)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
2891695	VFB_00100611	TePn04_a9l (L1EM:2891695)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
5336476	VFB_00100659	A19c_a1r (L1EM:5336476)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
7184082	VFB_00100668	A08x_a1r (L1EM:7184082)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4394777	VFB_00100637	A12q_a1l (L1EM:4394777)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3282869	VFB_00100615	Basin1_a1 (L1EM:3282869)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4163234	VFB_00100633	A10j_a3 (L1EM:4163234)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
8031834	VFB_00100685	chos_lch5-3_a1 (L1EM:8031834)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
7732444	VFB_00100676	chos_lch5-1_a1 (L1EM:7732444)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
514841	VFB_00100596	Basin-1 a4l (L1EM:514841)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
6535161	VFB_00100671	A10a_a1l Chair-1 (L1EM:6535161)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
5238494	VFB_00100656	A08m_a2l (L1EM:5238494)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
7686464	VFB_00100675	chos_lch5-3_a1 (L1EM:7686464)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
9720614	VFB_00100690	Ipsiphone R (L1EM:9720614)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
162293	VFB_00100594	chos_lch5-24-1_a1 (L1EM:162293)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3979181	VFB_00100627	MB2ON-39 (L1EM:3979181)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4826452	VFB_00100645	A10l_a2r (L1EM:4826452)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
2511238	VFB_00100604	A00c_a4 (L1EM:2511238)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3074106	VFB_00100617	Basin2_a1 (L1EM:3074106)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
6264270	VFB_00100670	basin-related descending 1 sog_r (L1EM:6264270)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
7694722	VFB_00100677	chos_lch5-5_a1 (L1EM:7694722)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
5198939	VFB_00100655	T08x_t2r (L1EM:5198939)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
7790597	VFB_00100592	chos_vchAB1_a1 (L1EM:7790597)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3180525	VFB_00100686	A03o_a1r (L1EM:3180525)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
159280	VFB_00100593	chos_lch5-24-2_a1 (L1EM:159280)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
986460	VFB_00100621	ppk_ddaC_a1 (L1EM:986460)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3764792	VFB_00100623	_telegoro-1 (L1EM:3764792)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
7763691	VFB_00100680	chos_lch5-5_a1 (L1EM:7763691)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4262162	VFB_00100634	A00c_a3r (L1EM:4262162)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
9354613	VFB_00100619	A10j_a3 (L1EM:9354613)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
7764785	VFB_00100681	chos_lch5-1_a1 (L1EM:7764785)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
2743404	VFB_00100609	hook-2_a2l (L1EM:2743404)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3546334	VFB_00100622	A02m_a1r Pseudolooper-3 (L1EM:3546334)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4766066	VFB_00100643	T08x_t1l (L1EM:4766066)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
6450381	VFB_00100669	A05e_a1l (L1EM:6450381)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
5548412	VFB_00100662	A08m_a2r (L1EM:5548412)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4555763	VFB_00100639	A08h_a1l (L1EM:4555763)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
1401011	VFB_00100689	Basin-3 a4r (L1EM:1401011)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
5108525	VFB_00100651	A08h_a1r right (L1EM:5108525)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3034133	VFB_00100612	Basin1_a1 (L1EM:3034133)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
12946335	VFB_00100698	A02o_a3r Wave-1 (L1EM:12946335)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
10290529	VFB_00100696	ppk_vdaB_a1 (L1EM:10290529)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4591945	VFB_00100640	TePn04_a9r (L1EM:4591945)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
6755064	VFB_00100672	A08m_a1r (L1EM:6755064)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4778439	VFB_00100644	A02m_a1l Pseudolooper-3 (L1EM:4778439)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
2349742	VFB_00100605	Basin-3 a4l (L1EM:2349742)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3040481	VFB_00100613	Basin4_a1 (L1EM:3040481)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
1398327	VFB_00100601	A09a_a4r Basin-2 (L1EM:1398327)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
7746883	VFB_00100679	chos_vchAB1_a1 (L1EM:7746883)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3862443	VFB_00100652	telephone-1R (L1EM:3862443)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4839570	VFB_00100648	A08d_a1r (L1EM:4839570)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
5268581	VFB_00100658	basin-related descending 1 sog_l (L1EM:5268581)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
2619565	VFB_00100606	A00c_a5 (L1EM:2619565)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3041612	VFB_00100614	Basin2_a1 (L1EM:3041612)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3091943	VFB_00100618	Basin3_a1 (L1EM:3091943)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
10273502	VFB_00100695	ppk_vdaB_a1 (L1EM:10273502)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
	VFB_00050000	L1 larval CNS ssTEM - Cardona/Janelia	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
1767828	VFB_00100642	A12m_a1l (L1EM:1767828)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
1398260	VFB_00100600	Basin-1 a4r (L1EM:1398260)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
7628068	VFB_00100678	chos_v'ch_a1 (L1EM:7628068)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
2194374	VFB_00100595	A02o_a3l Wave-1 (L1EM:2194374)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
1339400	VFB_00100599	A00c_a3l (L1EM:1339400)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4536017	VFB_00100638	A10f_a2r (L1EM:4536017)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
5691934	VFB_00100664	telephone-1L (L1EM:5691934)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
1690576	VFB_00100603	A00c_a6 (L1EM:1690576)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
5997121	VFB_00100667	A23g_a1r (L1EM:5997121)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3786734	VFB_00100684	ppk_v'ada_a1 (L1EM:3786734)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
10110270	VFB_00100692	ppk_v'ada_a1 (L1EM:10110270)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3957604	VFB_00100626	T05t_t3 (L1EM:3957604)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
2816457	VFB_00100610	A00c_a5 (L1EM:2816457)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3792035	VFB_00100624	A05q_a2l (L1EM:3792035)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
10179501	VFB_00100694	Basin3_a1 (L1EM:10179501)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
587083	VFB_00100598	A09c_a4l Basin-4 (L1EM:587083)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
519624	VFB_00100597	A09a_a4l Basin-2 (L1EM:519624)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
5794678	VFB_00100666	MB2ON-39 (L1EM:5794678)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
10893103	VFB_00100697	Ipsiphone L (L1EM:10893103)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
5690362	VFB_00100663	A10a_a1r Chair-1 (L1EM:5690362)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4321712	VFB_00100636	Handle-B a1 (L1EM:4321712)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
6276557	VFB_00100674	chos_lch5-24-2_a1 (L1EM:6276557)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
3546835	VFB_00102103	A02n_a1l Pseudolooper-4 (L1EM:3546835)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4833168	VFB_00100647	A05q_a1r (L1EM:4833168)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
10110672	VFB_00100693	ppk_ddaC_a1 (L1EM:10110672)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
4022794	VFB_00100628	Handle-A a1 (L1EM:4022794)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
5754346	VFB_00100665	_telegoro-1 (L1EM:5754346)	Ohyama2015	catmaid_l1em	part_of	larval nervous system	cp390
