subject_external_db	subject_external_id	subject_name	relation	object
catmaid_l1em	4778745	3rd Thermo - to peduncle #1 left	is_a	larval thermosensory projection neuron
catmaid_l1em	4319395	3rd Thermo - to peduncle #1 right	is_a	larval thermosensory projection neuron
catmaid_l1em	9201911	3rd Thermo - to peduncle #2 left	is_a	larval thermosensory projection neuron
catmaid_l1em	17591687	3rd Thermo - to peduncle #2 right	is_a	larval thermosensory projection neuron
catmaid_l1em	7582412	3rd Thermo Left - ADL022	is_a	larval thermosensory projection neuron
catmaid_l1em	2776773	3rd Thermo Right - ADL022	is_a	larval thermosensory projection neuron
catmaid_l1em	4926999	3rd-order Thermo left; (possible PVL005 )	is_a	larval thermosensory projection neuron
catmaid_l1em	21664445	3rd-order Thermo right	is_a	larval thermosensory projection neuron
catmaid_l1em	8644484	A05g_a1l? lch projection neuron bilateral dendrites a1l	is_a	NB5-3 lineage primary neuron
catmaid_l1em	14531828	a05g_a1r	is_a	NB5-3 lineage primary neuron
catmaid_l1em	13775497	A06k_a1r	is_a	larval abdominal 1 A06k neuron
catmaid_l1em	4555763	A08h_a1l	is_a	NB3-3 lineage primary neuron
catmaid_l1em	5108525	A08h_a1r right	is_a	NB3-3 lineage primary neuron
catmaid_l1em	10949030	A08j2_a1r	is_a	NB3-3 lineage primary neuron
catmaid_l1em	5606265	A09 (ASB SOG-LH Dense Core)_a1l	is_a	NB3-5 lineage primary neuron
catmaid_l1em	19718010	A09 (ASB SOG-LH Dense Core)_a1r	is_a	NB3-5 lineage primary neuron
catmaid_l1em	3220616	A09 Contra Brain Projection_a1l	is_a	NB3-5 lineage primary neuron
catmaid_l1em	16278312	A09 Contra Brain Projection_a1r	is_a	NB3-5 lineage primary neuron
catmaid_l1em	21250110	A10j_a1l	is_a	larval A10j neuron
catmaid_l1em	9640873	A10j_a1r	is_a	larval A10j neuron
catmaid_l1em	17360254	AB left; DALv1 L Lineage - Downstream A00c	is_a	DALv1 lineage neuron
catmaid_l1em	17732031	AF: DPLal BPL-to-medial_left	is_a	DPLal1 lineage neuron
catmaid_l1em	11081239	AF: DPLal BPL-to-medial_right	is_a	DPLal1 lineage neuron
catmaid_l1em	4636432	AF13: 3rd-order Thermo (possible PVL005 )4 Left	is_a	larval thermosensory projection neuron
catmaid_l1em	9808146	AF13: 3rd-order Thermo (possible PVL005 )4 Right	is_a	larval thermosensory projection neuron
catmaid_l1em	4785242	AF3 thermo 3rd left	is_a	larval thermosensory projection neuron
catmaid_l1em	2935198	AF3 thermo 3rd right	is_a	larval thermosensory projection neuron
catmaid_l1em	17728632	BAlc post ascending 1 left	is_a	BAlc lineage neuron
catmaid_l1em	17327188	BAlc post ascending 1 right	is_a	BAlc lineage neuron
catmaid_l1em	12452356	BAlc post ascending 2 left	is_a	BAlc lineage neuron
catmaid_l1em	6250655	BAlc post ascending 2 right	is_a	BAlc lineage neuron
catmaid_l1em	6254216	BAlc post lat lat #4 ALT neuron 6254217 right	is_a	BAlc lineage neuron
