subject_id	object	relation	pub	subject_name	comment
VFB_jrmc0ykw	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T2a_R (MaleCNS:68475)	male-cns:v0.9 251117
VFB_jrmc2ycr	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Dm3c_L (MaleCNS:543096)	male-cns:v0.9 251117
VFB_jrmc025y	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Y3_L (MaleCNS:40514)	male-cns:v0.9 251117
VFB_jrmc103f	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T3_R (MaleCNS:125184)	male-cns:v0.9 251117
VFB_jrmc0juo	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm2_L (MaleCNS:73906)	male-cns:v0.9 251117
VFB_jrmc1z57	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Li22_L (MaleCNS:181959)	male-cns:v0.9 251117
VFB_jrmc0g3a	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm31_L (MaleCNS:51450)	male-cns:v0.9 251117
VFB_jrmc2eot	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	L1_R (MaleCNS:39621)	male-cns:v0.9 251117
VFB_jrmc2b33	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	L4_R (MaleCNS:72101)	male-cns:v0.9 251117
VFB_jrmc1ymc	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Li14_L (MaleCNS:54373)	male-cns:v0.9 251117
VFB_jrmc0uzk	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T4b_L (MaleCNS:150941)	male-cns:v0.9 251117
VFB_jrmc33jc	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Dm2_R (MaleCNS:157336)	male-cns:v0.9 251117
VFB_jrmc1wrt	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Mi1_L (MaleCNS:531813)	male-cns:v0.9 251117
VFB_jrmc35pc	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Cm13_L (MaleCNS:172213)	male-cns:v0.9 251117
VFB_jrmc0nd8	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T5d_R (MaleCNS:135840)	male-cns:v0.9 251117
VFB_jrmc3f0y	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	C3_L (MaleCNS:54406)	male-cns:v0.9 251117
VFB_jrmc086m	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm9_R (MaleCNS:106496)	male-cns:v0.9 251117
VFB_jrmc0g6r	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm32_L (MaleCNS:32516)	male-cns:v0.9 251117
VFB_jrmc0xoj	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T4d_L (MaleCNS:552600)	male-cns:v0.9 251117
VFB_jrmc1na6	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Mi9_L (MaleCNS:27350)	male-cns:v0.9 251117
VFB_jrmc1tpd	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Mi4_L (MaleCNS:539358)	male-cns:v0.9 251117
VFB_jrmc0tw2	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T5c_L (MaleCNS:116911)	male-cns:v0.9 251117
VFB_jrmc1tpe	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Mi4_R (MaleCNS:65086)	male-cns:v0.9 251117
VFB_jrmc0r7m	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T5a_L (MaleCNS:106940)	male-cns:v0.9 251117
VFB_jrmc2xqc	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Dm3b_R (MaleCNS:128964)	male-cns:v0.9 251117
VFB_jrmc0hmu	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm39_R (MaleCNS:67829)	male-cns:v0.9 251117
VFB_jrmc0518	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	TmY4_L (MaleCNS:80604)	male-cns:v0.9 251117
VFB_jrmc31v7	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Dm12_R (MaleCNS:47876)	male-cns:v0.9 251117
VFB_jrmc0619	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	TmY5a_L (MaleCNS:98838)	male-cns:v0.9 251117
VFB_jrmc0tw3	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T5c_R (MaleCNS:145290)	male-cns:v0.9 251117
VFB_jrmc1ku2	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Pm1_R (MaleCNS:52910)	male-cns:v0.9 251117
VFB_jrmc0fq1	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm3_L (MaleCNS:152546)	male-cns:v0.9 251117
VFB_jrmc0fq2	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm3_R (MaleCNS:61567)	male-cns:v0.9 251117
VFB_jrmc0uzm	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T4b_R (MaleCNS:104336)	male-cns:v0.9 251117
VFB_jrmc0jup	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm2_R (MaleCNS:53768)	male-cns:v0.9 251117
VFB_jrmc0xok	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T4d_R (MaleCNS:100567)	male-cns:v0.9 251117
VFB_jrmc1q4z	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Mi13_R (MaleCNS:79305)	male-cns:v0.9 251117
