filename	label	is_a	part_of	dbxrefs	comment
720575941589172222	BANC_626:720575941589172222	adult neuron	female organism	BANC626:720575941589172222	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - PS118, Alternative Cell Type(s) - PS118, Community labels - soma in brain.
720575941589172804	BANC_626:720575941589172804	adult neuron	female organism	BANC626:720575941589172804	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - SMP555, Alternative Cell Type(s) - SMP555,SMP556, Community labels - SMP555, SMP556,soma in brain.
720575941589174583	BANC_626:720575941589174583	adult neuron	female organism	BANC626:720575941589174583	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB1311, Alternative Cell Type(s) - CB1311, Community labels - soma in brain.
720575941589175364	BANC_626:720575941589175364	adult neuron	female organism	BANC626:720575941589175364	BANC annotations: Flow - intrinsic, Super Class - sensory, Class - nutrient_sensory_neuron, Sub Class - hemolymph_sensory_neuron, Primary Cell Type - ISN, Alternative Cell Type(s) - ISN.
720575941589175620	BANC_626:720575941589175620	adult neuron	female organism	BANC626:720575941589175620	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - AVLP555, Alternative Cell Type(s) - AVLP555, Community labels - soma in brain.
720575941589177655	BANC_626:720575941589177655	adult neuron	female organism	BANC626:720575941589177655	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB2371, Alternative Cell Type(s) - CB2371, Community labels - soma in brain.
720575941589186871	BANC_626:720575941589186871	adult neuron	female organism	BANC626:720575941589186871	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - antennal_lobe_local_neuron, Primary Cell Type - lLN13, Alternative Cell Type(s) - lLN13, Community labels - soma in brain.
720575941589192004	BANC_626:720575941589192004	adult neuron	female organism	BANC626:720575941589192004	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - kenyon_cell, Sub Class - KCab, Primary Cell Type - KCab, Alternative Cell Type(s) - KCab, Community labels - soma in brain.
720575941589192247	BANC_626:720575941589192247	adult neuron	female organism	BANC626:720575941589192247	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB1454, Alternative Cell Type(s) - CB1454, Community labels - soma in brain.
720575941589192702	BANC_626:720575941589192702	adult neuron	female organism	BANC626:720575941589192702	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - lobula_lobula_plate_columnar, Primary Cell Type - LLPC1, Alternative Cell Type(s) - LLPC1, Community labels - soma in brain.
720575941589194494	BANC_626:720575941589194494	adult neuron	female organism	BANC626:720575941589194494	BANC annotations: Flow - intrinsic, Super Class - ascending, Class - ascending_neuron, Primary Cell Type - AN08B034, Alternative Cell Type(s) - AN08B034, Community labels - soma in VNC.
720575941589197879	BANC_626:720575941589197879	adult neuron	female organism	BANC626:720575941589197879	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Community labels - soma in brain.
720575941589203780	BANC_626:720575941589203780	adult neuron	female organism	BANC626:720575941589203780	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB2501, Alternative Cell Type(s) - CB2501, Community labels - soma in brain.
720575941589205303	BANC_626:720575941589205303	adult neuron	female organism	BANC626:720575941589205303	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - kenyon_cell, Sub Class - KCg, Primary Cell Type - KCg-m, Alternative Cell Type(s) - KCg-m, Community labels - soma in brain.
720575941589206327	BANC_626:720575941589206327	adult neuron	female organism	BANC626:720575941589206327	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB0839, Alternative Cell Type(s) - CB0839, Community labels - soma in brain.
720575941589207607	BANC_626:720575941589207607	adult neuron	female organism	BANC626:720575941589207607	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB0356, Alternative Cell Type(s) - CB0356, Community labels - soma in brain.
720575941589208644	BANC_626:720575941589208644	adult neuron	female organism	BANC626:720575941589208644	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - PS106, Alternative Cell Type(s) - PS106, Community labels - soma in brain.
720575941589212215	BANC_626:720575941589212215	adult neuron	female organism	BANC626:720575941589212215	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB0459, Alternative Cell Type(s) - CB0459, Community labels - soma in brain.
720575941589212228	BANC_626:720575941589212228	adult neuron	female organism	BANC626:720575941589212228	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - LAL180, Alternative Cell Type(s) - LAL180, Community labels - soma in brain.
720575941589213438	BANC_626:720575941589213438	adult neuron	female organism	BANC626:720575941589213438	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB1556, Alternative Cell Type(s) - CB1556, Community labels - soma in brain.
720575941589219582	BANC_626:720575941589219582	adult neuron	female organism	BANC626:720575941589219582	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm21, Alternative Cell Type(s) - Tm21, Community labels - CNS neuron,soma in brain.
720575941589224190	BANC_626:720575941589224190	adult neuron	female organism	BANC626:720575941589224190	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB1379, Alternative Cell Type(s) - CB1379, Community labels - soma in brain.
720575941589237303	BANC_626:720575941589237303	adult neuron	female organism	BANC626:720575941589237303	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - kenyon_cell, Sub Class - KCab, Primary Cell Type - KCab, Alternative Cell Type(s) - KCab, Community labels - CNS neuron,soma in brain.
720575941589242110	BANC_626:720575941589242110	adult neuron	female organism	BANC626:720575941589242110	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - labellum_bristle_neuron, Primary Cell Type - BM_Taste, Alternative Cell Type(s) - BM_Taste, Nerve - right_maxillary-labial_nerve.
720575941589246020	BANC_626:720575941589246020	adult neuron	female organism	BANC626:720575941589246020	BANC annotations: Flow - intrinsic, Super Class - ascending, Class - ascending_neuron, Primary Cell Type - AN10B015_c, Alternative Cell Type(s) - AN10B015_c, Community labels - sensory neuron.
720575941589247300	BANC_626:720575941589247300	adult neuron	female organism	BANC626:720575941589247300	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB2868, Alternative Cell Type(s) - CB2868, Community labels - soma in brain.
720575941589251369	BANC_626:720575941589251369	adult neuron	female organism	BANC626:720575941589251369	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - middle_leg_bristle_neuron, Primary Cell Type - SNta37, Alternative Cell Type(s) - SNta37, Nerve - right_mesothoracic_leg_nerve.
720575941589253118	BANC_626:720575941589253118	adult neuron	female organism	BANC626:720575941589253118	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - IB110, Alternative Cell Type(s) - IB110, Community labels - soma in brain.
720575941589254724	BANC_626:720575941589254724	adult neuron	female organism	BANC626:720575941589254724	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB1722, Alternative Cell Type(s) - CB1722, Community labels - sensory neuron.
720575941589256260	BANC_626:720575941589256260	adult neuron	female organism	BANC626:720575941589256260	BANC annotations: Flow - intrinsic, Super Class - ascending, Class - ascending_neuron, Primary Cell Type - AN02A017, Alternative Cell Type(s) - AN02A017, Community labels - AN_4_None,soma in VNC.
720575941589260073	BANC_626:720575941589260073	adult neuron	female organism	BANC626:720575941589260073	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - middle_leg_bristle_neuron, Primary Cell Type - SNta38, Alternative Cell Type(s) - SNta38, Nerve - right_mesothoracic_leg_nerve.
720575941589260087	BANC_626:720575941589260087	adult neuron	female organism	BANC626:720575941589260087	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm20, Alternative Cell Type(s) - Tm20, Community labels - CNS neuron,soma in brain.
720575941589260100	BANC_626:720575941589260100	adult neuron	female organism	BANC626:720575941589260100	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_bilateral_interconnecting, Primary Cell Type - IN06B017, Alternative Cell Type(s) - IN06B017, Community labels - CNS neuron,VNC intrinsic,soma in VNC.
