filename	label	AD	DBD	part_of
Janelia-1852298186517905506-VNC-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_627_510_2586718088468627510_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH2451_VNC_2020__1	P{R54G12-p65.AD}	P{R22B12-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-1996778063358066786-VNC-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_585_124_2586019239546585124_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH2448_VNC_2020__1	P{R10E07-p65.AD}	P{R53C10-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2022090243204710498-VNC-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_554_340_2586022842579554340_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH2454_VNC_2020__1	P{ple-p65.AD}	P{R42H01-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2037250318328135778-VNC-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_696_738_2586124100451696738_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH2446_VNC_2020__1	P{VT029753-p65.AD}	P{R55C09-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2084467421808164962-VNC-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_430_838_2586717108813430838_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH18_VNC_2020__1	P{R84F07-p65.AD}	P{R10G01-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2084467454364352610-VNC-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_555_382_2586718351107555382_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH374_VNC_2020__1	P{R13E04-p65.AD}	P{R53B06-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2094604375107305570-VNC-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_814_518_2586719221882814518_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH141_VNC_2020__1	P{R79C09-p65.AD}	P{R22A12-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2094604408745623650-VNC-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_807_158_2586721690901807158_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH272_VNC_2020__1	P{R14E05-p65.AD}	P{R41H09-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2094604442115506274-VNC-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_442_102_2586720854813442102_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH263_VNC_2020__1	P{R14B11-p65.AD}	P{R38F08-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2094604460230705250-VNC-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_179_382_2586718952990179382_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH166_VNC_2020__1	P{R31D07-p65.AD}	P{R25B07-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2094604469693055074-VNC-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_662_326_2586723947508662326_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH180_VNC_2020__1	P{R24C08-p65.AD}	P{R30E03-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2131148851887734882-VNC-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_420_342_2586717586129420342_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH808_VNC_2020__1	P{R84A06-p65.AD}	P{R25B10-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2131148856853790818-VNC-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_646_518_2586720854515646518_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH989_VNC_2020__1	P{R29G05-p65.AD}	P{R37G11-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2131148865070432354-VNC-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_866_102_2586718560004866102_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH979_VNC_2020__1	P{R84F07-p65.AD}	P{R37A11-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2131148918669443170-VNC-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_887_990_2586715225310887990_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH788_VNC_2020__1	P{R34C08-p65.AD}	P{R22C12-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2134776485519556706-VNC-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_446_198_2586718213341446198_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_LH247_VNC_2020__1	P{R82F03-p65.AD}	P{R34G01-GAL4.DBD}	female organism|thoracico-abdominal ganglion
