filename	label	is_a	part_of	dbxrefs	comment
720575941606338157	BANC_626:720575941606338157	adult neuron	female organism	BANC626:720575941606338157	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T4c, Alternative Cell Type(s) - T4c, Community labels - CNS neuron,T4 neuron,soma in brain.
720575941606392685	BANC_626:720575941606392685	adult neuron	female organism	BANC626:720575941606392685	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - interommatidial_bristle_neuron, Primary Cell Type - BM_InOm, Alternative Cell Type(s) - BM_InOm, Nerve - right_eye_nerve.
720575941606394221	BANC_626:720575941606394221	adult neuron	female organism	BANC626:720575941606394221	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm1, Alternative Cell Type(s) - Tm1, Community labels - CNS neuron,soma in brain.
720575941606403437	BANC_626:720575941606403437	adult neuron	female organism	BANC626:720575941606403437	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T5c, Alternative Cell Type(s) - T5c, Community labels - CNS neuron,T5 neuron,soma in brain.
720575941606405997	BANC_626:720575941606405997	adult neuron	female organism	BANC626:720575941606405997	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T5c, Alternative Cell Type(s) - T5c, Community labels - CNS neuron,T5 neuron,soma in brain.
720575941606406765	BANC_626:720575941606406765	adult neuron	female organism	BANC626:720575941606406765	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T5d, Alternative Cell Type(s) - T5d, Community labels - CNS neuron,T5 neuron,polyploid (2 nuclei in soma).
720575941606407789	BANC_626:720575941606407789	adult neuron	female organism	BANC626:720575941606407789	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T4c, Alternative Cell Type(s) - T4c, Community labels - CNS neuron,T4 neuron,soma in brain.
720575941606408813	BANC_626:720575941606408813	adult neuron	female organism	BANC626:720575941606408813	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - distal_medulla, Primary Cell Type - Dm14, Alternative Cell Type(s) - Dm14, Community labels - CNS neuron,soma in brain.
720575941606413677	BANC_626:720575941606413677	adult neuron	female organism	BANC626:720575941606413677	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T4d, Alternative Cell Type(s) - T4d, Community labels - CNS neuron,T4 neuron,soma in brain.
720575941606414957	BANC_626:720575941606414957	adult neuron	female organism	BANC626:720575941606414957	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - optic_lobe_intrinsic_centrifugal, Primary Cell Type - C2, Alternative Cell Type(s) - C2, Community labels - CNS neuron,centrifugal,soma in brain.
720575941606415725	BANC_626:720575941606415725	adult neuron	female organism	BANC626:720575941606415725	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T4b, Alternative Cell Type(s) - T4b, Community labels - CNS neuron,T4 neuron,T4c?,soma in brain.
720575941606418029	BANC_626:720575941606418029	adult neuron	female organism	BANC626:720575941606418029	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm3, Alternative Cell Type(s) - Tm3, Community labels - CNS neuron,soma in brain.
