filename	label	is_a	part_of	dbxrefs	comment
720575941520965879	BANC_626:720575941520965879	adult neuron	female organism	BANC626:720575941520965879	BANC annotations: Flow - afferent, Super Class - sensory, Class - taste_peg_neuron, Sub Class - wing_margin_taste_peg_neuron, Primary Cell Type - SNch03, Alternative Cell Type(s) - SNch03, Nerve - left_anterior_dorsal_mesothoracic_nerve.
720575941520979123	BANC_626:720575941520979123	adult neuron	female organism	BANC626:720575941520979123	BANC annotations: Flow - afferent, Super Class - sensory, Class - chordotonal_organ_neuron, Sub Class - haltere_chordotonal_organ_neuron, Primary Cell Type - SNta03, Alternative Cell Type(s) - SNta03, Nerve - right_dorsal_metathoracic_nerve.
720575941520980403	BANC_626:720575941520980403	adult neuron	female organism	BANC626:720575941520980403	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm3, Alternative Cell Type(s) - Tm3, Community labels - CNS neuron,soma in brain.
720575941520988343	BANC_626:720575941520988343	adult neuron	female organism	BANC626:720575941520988343	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - interommatidial_bristle_neuron, Primary Cell Type - BM_InOm, Alternative Cell Type(s) - BM_InOm, Nerve - left_eye_nerve.
720575941520998327	BANC_626:720575941520998327	adult neuron	female organism	BANC626:720575941520998327	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - antennal_lobe_local_neuron, Primary Cell Type - v2LN3A1_b, Alternative Cell Type(s) - v2LN3A1_b, Community labels - soma in brain.
720575941521004471	BANC_626:720575941521004471	adult neuron	female organism	BANC626:720575941521004471	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - central_complex_intrinsic_neuron, Sub Class - vDelta, Primary Cell Type - vDeltaF, Alternative Cell Type(s) - vDeltaF,vDeltaG,vDeltaH,vDeltaI, Community labels - soma in brain.
720575941521004727	BANC_626:720575941521004727	adult neuron	female organism	BANC626:720575941521004727	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB2047, Alternative Cell Type(s) - CB2047, Community labels - soma in brain.
720575941521011127	BANC_626:720575941521011127	adult neuron	female organism	BANC626:720575941521011127	BANC annotations: Flow - efferent, Super Class - motor, Class - abdomen_motor_neuron, Primary Cell Type - MNad09, Alternative Cell Type(s) - MNad09, Community labels - innervates right side of body.
720575941521013751	BANC_626:720575941521013751	adult neuron	female organism	BANC626:720575941521013751	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - labellum_bristle_neuron, Primary Cell Type - BM_Taste, Alternative Cell Type(s) - BM_Taste, Nerve - right_maxillary-labial_nerve.
720575941521015475	BANC_626:720575941521015475	adult neuron	female organism	BANC626:720575941521015475	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary_y, Primary Cell Type - TmY4, Alternative Cell Type(s) - TmY4, Community labels - CNS neuron,soma in brain.
720575941521018039	BANC_626:720575941521018039	adult neuron	female organism	BANC626:720575941521018039	BANC annotations: Flow - afferent, Super Class - sensory, Nerve - left_maxillary-labial_nerve.
720575941521019575	BANC_626:720575941521019575	adult neuron	female organism	BANC626:720575941521019575	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - kenyon_cell, Sub Class - KCab, Primary Cell Type - KCab, Alternative Cell Type(s) - KCab, Community labels - CNS neuron,soma in brain.
720575941521020407	BANC_626:720575941521020407	adult neuron	female organism	BANC626:720575941521020407	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Class - single_leg_neuromere, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN03A039, Alternative Cell Type(s) - IN03A039, Community labels - soma in VNC.
