filename	label	is_a	part_of	dbxrefs	comment
720575941467371030	BANC_626:720575941467371030	adult neuron	female organism	BANC626:720575941467371030	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - medulla_intrinsic, Primary Cell Type - Mi1, Alternative Cell Type(s) - Mi1, Community labels - CNS neuron,soma in brain.
720575941467374045	BANC_626:720575941467374045	adult neuron	female organism	BANC626:720575941467374045	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - middle_leg_bristle_neuron, Primary Cell Type - SNta42, Alternative Cell Type(s) - SNta42, Nerve - right_mesothoracic_leg_nerve.
720575941467382550	BANC_626:720575941467382550	adult neuron	female organism	BANC626:720575941467382550	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm4, Alternative Cell Type(s) - Tm4, Community labels - CNS neuron,soma in brain.
720575941467383894	BANC_626:720575941467383894	adult neuron	female organism	BANC626:720575941467383894	BANC annotations: Flow - afferent, Super Class - sensory, Class - hair_plate_neuron, Sub Class - front_leg_hair_plate_neuron, Primary Cell Type - SNpp45, Alternative Cell Type(s) - CoHP8,SNpp45, Nerve - left_ventral_prothoracic_nerve, Community labels - innervates T1 leg,innervates leg,innervates thorax-coxa joint,sensory neuron soma miraculously still attached.
720575941467384598	BANC_626:720575941467384598	adult neuron	female organism	BANC626:720575941467384598	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm20, Alternative Cell Type(s) - Tm20, Community labels - CNS neuron,soma in brain.
720575941467386710	BANC_626:720575941467386710	adult neuron	female organism	BANC626:720575941467386710	BANC annotations: Flow - afferent, Super Class - sensory, Class - chordotonal_organ_neuron, Sub Class - hind_leg_claw_chordotonal_organ_neuron, Primary Cell Type - SNppxx, Alternative Cell Type(s) - SNppxx, Nerve - right_metathoracic_leg_nerve.
720575941467388438	BANC_626:720575941467388438	adult neuron	female organism	BANC626:720575941467388438	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - lateral_horn_local_neuron, Primary Cell Type - CB2707, Alternative Cell Type(s) - CB2707, Community labels - soma in brain.
720575941467388758	BANC_626:720575941467388758	adult neuron	female organism	BANC626:720575941467388758	BANC annotations: Flow - afferent, Super Class - sensory_ascending, Class - campaniform_sensillum_neuron, Sub Class - haltere_campaniform_sensillum_neuron, Primary Cell Type - SApp02, Alternative Cell Type(s) - SApp02, Nerve - right_dorsal_metathoracic_nerve, Community labels - ascending,sensory neuron.
720575941467391453	BANC_626:720575941467391453	adult neuron	female organism	BANC626:720575941467391453	BANC annotations: Flow - afferent, Super Class - sensory, Class - chordotonal_organ_neuron, Sub Class - middle_leg_club_chordotonal_organ_neuron, Primary Cell Type - SNpp57, Alternative Cell Type(s) - SNpp57, Nerve - right_mesothoracic_leg_nerve.
720575941467393302	BANC_626:720575941467393302	adult neuron	female organism	BANC626:720575941467393302	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - PS019, Alternative Cell Type(s) - PS019, Community labels - soma in brain.
720575941467397974	BANC_626:720575941467397974	adult neuron	female organism	BANC626:720575941467397974	BANC annotations: Flow - afferent, Super Class - sensory, Class - chordotonal_organ_neuron, Sub Class - johnstons_organ_A_neuron, Primary Cell Type - JO-A, Alternative Cell Type(s) - JO-A, Nerve - AN.
720575941467404765	BANC_626:720575941467404765	adult neuron	female organism	BANC626:720575941467404765	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB0157, Alternative Cell Type(s) - CB0157, Community labels - soma in brain.
720575941467410966	BANC_626:720575941467410966	adult neuron	female organism	BANC626:720575941467410966	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - optic_lobe_intrinsic_centrifugal, Primary Cell Type - C3, Alternative Cell Type(s) - C3, Community labels - CNS neuron,centrifugal,soma in brain.
720575941467413078	BANC_626:720575941467413078	adult neuron	female organism	BANC626:720575941467413078	BANC annotations: Flow - afferent, Super Class - sensory, Class - orphan_neuron, Sub Class - abdomen_orphan_neuron, Primary Cell Type - SNxx03, Alternative Cell Type(s) - SNxx03, Nerve - abdominal_nerve_trunk.
720575941467421718	BANC_626:720575941467421718	adult neuron	female organism	BANC626:720575941467421718	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm20, Alternative Cell Type(s) - Tm20, Community labels - CNS neuron,soma in brain.
720575941467427606	BANC_626:720575941467427606	adult neuron	female organism	BANC626:720575941467427606	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - lobula_plate_intrinsic, Primary Cell Type - LPi02, Alternative Cell Type(s) - LPi02, Community labels - CNS neuron,soma in brain.
720575941467429206	BANC_626:720575941467429206	adult neuron	female organism	BANC626:720575941467429206	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - distal_medulla, Primary Cell Type - Dm10, Alternative Cell Type(s) - Dm10, Community labels - CNS neuron,soma in brain.
720575941467432726	BANC_626:720575941467432726	adult neuron	female organism	BANC626:720575941467432726	BANC annotations: Flow - afferent, Super Class - sensory, Class - chordotonal_organ_neuron, Sub Class - johnstons_organ_F_neuron, Primary Cell Type - JO-F, Alternative Cell Type(s) - JO-F, Nerve - right_antennal_nerve.
720575941467447318	BANC_626:720575941467447318	adult neuron	female organism	BANC626:720575941467447318	BANC annotations: Flow - afferent, Super Class - sensory, Class - chordotonal_organ_neuron, Sub Class - johnstons_organ_E_neuron, Primary Cell Type - JO-E, Alternative Cell Type(s) - JO-E, Nerve - right_antennal_nerve.
720575941467453462	BANC_626:720575941467453462	adult neuron	female organism	BANC626:720575941467453462	BANC annotations: Flow - intrinsic, Super Class - descending, Class - descending_neuron, Primary Cell Type - DNge065, Alternative Cell Type(s) - DNge065, Community labels - CNS neuron,DNfl038,soma in brain.
720575941467458781	BANC_626:720575941467458781	adult neuron	female organism	BANC626:720575941467458781	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - lobula_intrinsic, Primary Cell Type - Li13, Alternative Cell Type(s) - Li13, Community labels - soma in brain.
720575941467506966	BANC_626:720575941467506966	adult neuron	female organism	BANC626:720575941467506966	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - kenyon_cell, Sub Class - KCapbp, Primary Cell Type - KCapbp-ap1, Alternative Cell Type(s) - KCapbp-ap1, Community labels - CNS neuron,soma in brain.
720575941467512342	BANC_626:720575941467512342	adult neuron	female organism	BANC626:720575941467512342	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB2034, Alternative Cell Type(s) - CB2034, Community labels - sensory neuron.
720575941467516438	BANC_626:720575941467516438	adult neuron	female organism	BANC626:720575941467516438	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - SAD013, Alternative Cell Type(s) - SAD013, Nerve - left_antennal_nerve, Community labels - soma in brain.
720575941467519510	BANC_626:720575941467519510	adult neuron	female organism	BANC626:720575941467519510	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - kenyon_cell, Sub Class - KCab, Primary Cell Type - KCab, Alternative Cell Type(s) - KCab, Community labels - KCab-c?,soma in brain.
720575941467520278	BANC_626:720575941467520278	adult neuron	female organism	BANC626:720575941467520278	BANC annotations: Flow - afferent, Super Class - sensory, Class - chordotonal_organ_neuron, Sub Class - johnstons_organ_A_neuron, Primary Cell Type - JO-A, Alternative Cell Type(s) - JO-A, Nerve - right_antennal_nerve.
720575941467523094	BANC_626:720575941467523094	adult neuron	female organism	BANC626:720575941467523094	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - central_complex_intrinsic_neuron, Sub Class - PFN, Primary Cell Type - PFNm, Alternative Cell Type(s) - PFNm,PFNp, Community labels - soma in brain.
720575941467527607	BANC_626:720575941467527607	adult neuron	female organism	BANC626:720575941467527607	BANC annotations: Flow - afferent, Super Class - sensory, Class - chordotonal_organ_neuron, Sub Class - johnstons_organ_B_neuron, Primary Cell Type - JO-B, Alternative Cell Type(s) - JO-B, Nerve - right_antennal_nerve.
720575941467529750	BANC_626:720575941467529750	adult neuron	female organism	BANC626:720575941467529750	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - VES022, Alternative Cell Type(s) - VES022, Community labels - soma in brain.
720575941467530774	BANC_626:720575941467530774	adult neuron	female organism	BANC626:720575941467530774	BANC annotations: Flow - afferent, Super Class - sensory, Nerve - left_antennal_nerve.
720575941467535287	BANC_626:720575941467535287	adult neuron	female organism	BANC626:720575941467535287	BANC annotations: Flow - afferent, Super Class - sensory, Class - chordotonal_organ_neuron, Sub Class - johnstons_organ_B_neuron, Primary Cell Type - JO-B, Alternative Cell Type(s) - JO-B, Nerve - right_antennal_nerve.
720575941467544342	BANC_626:720575941467544342	adult neuron	female organism	BANC626:720575941467544342	BANC annotations: Flow - afferent, Super Class - sensory, Nerve - right_maxillary-labial_nerve.
720575941467559702	BANC_626:720575941467559702	adult neuron	female organism	BANC626:720575941467559702	BANC annotations: Flow - intrinsic, Super Class - descending, Class - descending_neuron, Primary Cell Type - DNg06, Alternative Cell Type(s) - DNg06, Community labels - CNS neuron,soma in brain.
720575941467560413	BANC_626:720575941467560413	adult neuron	female organism	BANC626:720575941467560413	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB3385, Alternative Cell Type(s) - CB3385, Community labels - soma in brain.
720575941467560982	BANC_626:720575941467560982	adult neuron	female organism	BANC626:720575941467560982	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_bilateral_interconnecting, Primary Cell Type - IN11A014, Alternative Cell Type(s) - IN11A014, Community labels - soma in VNC.
720575941467562518	BANC_626:720575941467562518	adult neuron	female organism	BANC626:720575941467562518	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Class - single_leg_neuromere, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN03A073, Alternative Cell Type(s) - IN03A073, Community labels - soma in VNC.
720575941467564822	BANC_626:720575941467564822	adult neuron	female organism	BANC626:720575941467564822	BANC annotations: Flow - afferent, Super Class - sensory, Class - orphan_neuron, Sub Class - abdomen_orphan_neuron, Primary Cell Type - SNxx05, Alternative Cell Type(s) - SNxx05, Nerve - abdominal_nerve_trunk.
720575941467575318	BANC_626:720575941467575318	adult neuron	female organism	BANC626:720575941467575318	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_bilateral_interconnecting, Primary Cell Type - IN07B092, Alternative Cell Type(s) - IN07B092, Community labels - soma in VNC.
720575941467577309	BANC_626:720575941467577309	adult neuron	female organism	BANC626:720575941467577309	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB3256, Alternative Cell Type(s) - CB3256, Community labels - soma in brain.
720575941467577622	BANC_626:720575941467577622	adult neuron	female organism	BANC626:720575941467577622	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - lateral_horn_output_neuron, Primary Cell Type - LHPV3a1, Alternative Cell Type(s) - LHPV3a1, Community labels - soma in brain.
720575941467578134	BANC_626:720575941467578134	adult neuron	female organism	BANC626:720575941467578134	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_bilateral_interconnecting, Primary Cell Type - IN06A124, Alternative Cell Type(s) - IN06A124.
720575941467580438	BANC_626:720575941467580438	adult neuron	female organism	BANC626:720575941467580438	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - lobula_columnar, Primary Cell Type - LC17, Alternative Cell Type(s) - LC17.
720575941467587606	BANC_626:720575941467587606	adult neuron	female organism	BANC626:720575941467587606	BANC annotations: Flow - intrinsic, Super Class - descending, Class - descending_neuron, Primary Cell Type - DNpe032, Alternative Cell Type(s) - DNpe032,DNxn175, Community labels - CNS neuron,soma in brain.
720575941467587862	BANC_626:720575941467587862	adult neuron	female organism	BANC626:720575941467587862	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN03A064, Alternative Cell Type(s) - IN03A064, Community labels - soma in VNC.
720575941467590166	BANC_626:720575941467590166	adult neuron	female organism	BANC626:720575941467590166	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN04B074, Alternative Cell Type(s) - IN04B074, Community labels - soma in VNC.
720575941467597846	BANC_626:720575941467597846	adult neuron	female organism	BANC626:720575941467597846	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_bilateral_interconnecting, Primary Cell Type - INXXX241, Alternative Cell Type(s) - INXXX241, Community labels - soma in VNC.
720575941467600150	BANC_626:720575941467600150	adult neuron	female organism	BANC626:720575941467600150	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN01B101, Alternative Cell Type(s) - IN01B101, Community labels - soma in VNC.
720575941467603933	BANC_626:720575941467603933	adult neuron	female organism	BANC626:720575941467603933	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB0721, Alternative Cell Type(s) - CB0721, Community labels - soma in brain.
720575941467607574	BANC_626:720575941467607574	adult neuron	female organism	BANC626:720575941467607574	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Class - ventral_nerve_cord_serially_convergent, Sub Class - ventral_nerve_cord_bilateral_interconnecting, Primary Cell Type - IN09B045, Alternative Cell Type(s) - IN09B045, Community labels - soma in VNC.
720575941467609110	BANC_626:720575941467609110	adult neuron	female organism	BANC626:720575941467609110	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_bilateral_interconnecting, Primary Cell Type - INXXX119, Alternative Cell Type(s) - INXXX119, Community labels - soma in VNC.
720575941467611869	BANC_626:720575941467611869	adult neuron	female organism	BANC626:720575941467611869	BANC annotations: Flow - intrinsic, Super Class - visual_centrifugal, Class - centrifugal_lobula_plate, Primary Cell Type - cLP02, Alternative Cell Type(s) - cLP02, Community labels - soma in brain.
720575941467615709	BANC_626:720575941467615709	adult neuron	female organism	BANC626:720575941467615709	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - lobula_lobula_plate_columnar, Primary Cell Type - LLPC2, Alternative Cell Type(s) - LLPC2, Community labels - soma in brain.
720575941467622166	BANC_626:720575941467622166	adult neuron	female organism	BANC626:720575941467622166	BANC annotations: Flow - afferent, Super Class - sensory.
720575941467622678	BANC_626:720575941467622678	adult neuron	female organism	BANC626:720575941467622678	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - lobula_intrinsic, Primary Cell Type - Li06, Alternative Cell Type(s) - Li06, Community labels - CNS neuron,soma in brain.
720575941467628054	BANC_626:720575941467628054	adult neuron	female organism	BANC626:720575941467628054	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - medulla_intrinsic, Primary Cell Type - Mi15, Alternative Cell Type(s) - Mi15, Community labels - CNS neuron,soma in brain.
720575941467636246	BANC_626:720575941467636246	adult neuron	female organism	BANC626:720575941467636246	BANC annotations: Flow - intrinsic, Super Class - ascending, Class - ascending_neuron, Primary Cell Type - AN19B051, Alternative Cell Type(s) - AN19B051, Community labels - soma in VNC.
720575941467647766	BANC_626:720575941467647766	adult neuron	female organism	BANC626:720575941467647766	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB1724, Alternative Cell Type(s) - CB1724, Community labels - soma in brain.
720575941467653398	BANC_626:720575941467653398	adult neuron	female organism	BANC626:720575941467653398	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB1708, Alternative Cell Type(s) - CB1708, Community labels - soma in brain.
720575941467665686	BANC_626:720575941467665686	adult neuron	female organism	BANC626:720575941467665686	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - central_complex_input_neuron, Sub Class - FB_tangential, Primary Cell Type - CB.FB3, Alternative Cell Type(s) - 4D3,CB.FB3, Community labels - soma in brain.
720575941467687133	BANC_626:720575941467687133	adult neuron	female organism	BANC626:720575941467687133	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - lobula_intrinsic, Primary Cell Type - Li10, Alternative Cell Type(s) - Li10, Community labels - CB3819,CNS neuron,soma in brain.
720575941467703062	BANC_626:720575941467703062	adult neuron	female organism	BANC626:720575941467703062	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - SMP178, Alternative Cell Type(s) - SMP178, Community labels - soma in brain.
720575941467706902	BANC_626:720575941467706902	adult neuron	female organism	BANC626:720575941467706902	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - lobula_plate_columnar, Primary Cell Type - LPC1, Alternative Cell Type(s) - LPC1, Community labels - soma in brain.
720575941467712278	BANC_626:720575941467712278	adult neuron	female organism	BANC626:720575941467712278	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - antennal_lobe_local_neuron, Primary Cell Type - CB2471, Alternative Cell Type(s) - CB2471, Community labels - soma in brain.
720575941467713302	BANC_626:720575941467713302	adult neuron	female organism	BANC626:720575941467713302	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - SMP510b, Alternative Cell Type(s) - SMP510b, Community labels - soma in brain.
720575941467716118	BANC_626:720575941467716118	adult neuron	female organism	BANC626:720575941467716118	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB2405, Alternative Cell Type(s) - CB2405, Community labels - soma in brain.
720575941467720726	BANC_626:720575941467720726	adult neuron	female organism	BANC626:720575941467720726	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB1881, Alternative Cell Type(s) - CB1881, Community labels - soma in brain.
720575941467724054	BANC_626:720575941467724054	adult neuron	female organism	BANC626:720575941467724054	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - lobula_columnar, Primary Cell Type - LC11, Alternative Cell Type(s) - LC11, Community labels - CNS neuron,soma in brain.
720575941467728406	BANC_626:720575941467728406	adult neuron	female organism	BANC626:720575941467728406	BANC annotations: Flow - afferent, Super Class - sensory, Class - olfactory_receptor_neuron, Sub Class - maxillary_palp_olfactory_receptor_neuron, Primary Cell Type - ORN_VA3, Alternative Cell Type(s) - ORN_VA3, Nerve - left_antennal_nerve.
720575941467736854	BANC_626:720575941467736854	adult neuron	female organism	BANC626:720575941467736854	BANC annotations: Flow - afferent, Super Class - sensory, Class - olfactory_receptor_neuron, Sub Class - antenna_olfactory_receptor_neuron, Primary Cell Type - ORN_VM2, Alternative Cell Type(s) - ORN_VM2, Nerve - AN.
720575941467744022	BANC_626:720575941467744022	adult neuron	female organism	BANC626:720575941467744022	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB3230, Alternative Cell Type(s) - CB3230, Community labels - soma in brain.
720575941467746269	BANC_626:720575941467746269	adult neuron	female organism	BANC626:720575941467746269	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_bilateral_restricted, Primary Cell Type - INXXX167, Alternative Cell Type(s) - INXXX167, Community labels - soma in VNC.
720575941467749142	BANC_626:720575941467749142	adult neuron	female organism	BANC626:720575941467749142	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB1339, Alternative Cell Type(s) - CB1339, Community labels - soma in brain.
720575941467756566	BANC_626:720575941467756566	adult neuron	female organism	BANC626:720575941467756566	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB1108, Alternative Cell Type(s) - CB1108, Community labels - soma in brain.
720575941467765300	BANC_626:720575941467765300	adult neuron	female organism	BANC626:720575941467765300	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - middle_leg_bristle_neuron, Primary Cell Type - SNta26, Alternative Cell Type(s) - SNta26, Nerve - left_mesothoracic_leg_nerve.
720575941467768598	BANC_626:720575941467768598	adult neuron	female organism	BANC626:720575941467768598	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - central_complex_output_neuron, Sub Class - PFL, Primary Cell Type - PFL3, Alternative Cell Type(s) - PFL3, Community labels - soma in brain.
720575941467769110	BANC_626:720575941467769110	adult neuron	female organism	BANC626:720575941467769110	BANC annotations: Flow - afferent, Super Class - sensory.
720575941467776278	BANC_626:720575941467776278	adult neuron	female organism	BANC626:720575941467776278	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - antennal_lobe_output_neuron, Primary Cell Type - AL-AST1, Alternative Cell Type(s) - AL-AST1, Community labels - CNS neuron,soma in brain.
720575941467777814	BANC_626:720575941467777814	adult neuron	female organism	BANC626:720575941467777814	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB3887, Alternative Cell Type(s) - CB3887, Community labels - soma in brain.
720575941467778326	BANC_626:720575941467778326	adult neuron	female organism	BANC626:720575941467778326	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - lateral_horn_local_neuron, Primary Cell Type - PLP003, Alternative Cell Type(s) - LHAV4i2,PLP003, Community labels - PLP003,LHAV4i2,soma in brain.
720575941467779350	BANC_626:720575941467779350	adult neuron	female organism	BANC626:720575941467779350	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - PVLP012, Alternative Cell Type(s) - PVLP012, Community labels - soma in brain.
720575941467786518	BANC_626:720575941467786518	adult neuron	female organism	BANC626:720575941467786518	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - mushroom_body_output_neuron, Primary Cell Type - MBON09, Alternative Cell Type(s) - MBON09, Community labels - soma in brain.
720575941467788566	BANC_626:720575941467788566	adult neuron	female organism	BANC626:720575941467788566	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - lateral_horn_output_neuron, Primary Cell Type - LHPV4l1, Alternative Cell Type(s) - LHPV4l1, Community labels - soma in brain.
720575941467788822	BANC_626:720575941467788822	adult neuron	female organism	BANC626:720575941467788822	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - lobula_plate_lobula_columnar, Primary Cell Type - LPLC4, Alternative Cell Type(s) - LPLC4, Community labels - soma in brain.
720575941467794966	BANC_626:720575941467794966	adult neuron	female organism	BANC626:720575941467794966	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - SIP003_b, Alternative Cell Type(s) - SIP003_b, Community labels - soma in brain.
720575941467799318	BANC_626:720575941467799318	adult neuron	female organism	BANC626:720575941467799318	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - central_complex_intrinsic_neuron, Sub Class - PFN, Primary Cell Type - PFNm, Alternative Cell Type(s) - PFNm,PFNp, Community labels - PFNp_a,soma in brain.
