filename	label	is_a	part_of	dbxrefs	comment
720575941507834640	BANC_626:720575941507834640	adult neuron	female organism	BANC626:720575941507834640	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN13A027, Alternative Cell Type(s) - IN13A027, Community labels - CNS neuron,soma in VNC.
720575941507838480	BANC_626:720575941507838480	adult neuron	female organism	BANC626:720575941507838480	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN13A050, Alternative Cell Type(s) - IN13A050, Community labels - CNS neuron,soma in VNC.
720575941507840385	BANC_626:720575941507840385	adult neuron	female organism	BANC626:720575941507840385	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm21, Alternative Cell Type(s) - Tm21, Community labels - CNS neuron,soma in brain.
720575941507843422	BANC_626:720575941507843422	adult neuron	female organism	BANC626:720575941507843422	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - lamina_wide_field, Primary Cell Type - Lawf1, Alternative Cell Type(s) - Lawf1, Community labels - CNS neuron,soma in brain.
720575941507845982	BANC_626:720575941507845982	adult neuron	female organism	BANC626:720575941507845982	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - lobula_columnar, Primary Cell Type - LC11, Alternative Cell Type(s) - LC11, Community labels - soma in brain.
720575941507847458	BANC_626:720575941507847458	adult neuron	female organism	BANC626:720575941507847458	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - middle_leg_bristle_neuron, Primary Cell Type - SNta20, Alternative Cell Type(s) - SNta20, Nerve - left_mesothoracic_leg_nerve.
720575941507848208	BANC_626:720575941507848208	adult neuron	female organism	BANC626:720575941507848208	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_interconnecting, Primary Cell Type - IN17A064, Alternative Cell Type(s) - IN17A064, Community labels - soma in VNC.
720575941507852638	BANC_626:720575941507852638	adult neuron	female organism	BANC626:720575941507852638	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - translobula_plate, Primary Cell Type - Tlp5, Alternative Cell Type(s) - Tlp5, Community labels - soma in brain.
720575941507852834	BANC_626:720575941507852834	adult neuron	female organism	BANC626:720575941507852834	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm16, Alternative Cell Type(s) - Tm16, Community labels - CNS neuron,soma in brain.
720575941507862562	BANC_626:720575941507862562	adult neuron	female organism	BANC626:720575941507862562	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm21, Alternative Cell Type(s) - Tm21, Community labels - CNS neuron,soma in brain.
720575941507863056	BANC_626:720575941507863056	adult neuron	female organism	BANC626:720575941507863056	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN16B093, Alternative Cell Type(s) - IN16B093, Community labels - soma in VNC.
720575941507864098	BANC_626:720575941507864098	adult neuron	female organism	BANC626:720575941507864098	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CL253, Alternative Cell Type(s) - CL253, Community labels - soma in brain.
720575941507864193	BANC_626:720575941507864193	adult neuron	female organism	BANC626:720575941507864193	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_bilateral_interconnecting, Primary Cell Type - IN23B089, Alternative Cell Type(s) - IN23B089, Community labels - soma in VNC.
720575941507866753	BANC_626:720575941507866753	adult neuron	female organism	BANC626:720575941507866753	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - kenyon_cell, Sub Class - KCab, Primary Cell Type - KCab, Alternative Cell Type(s) - KCab, Community labels - soma in brain.
720575941507870242	BANC_626:720575941507870242	adult neuron	female organism	BANC626:720575941507870242	BANC annotations: Flow - intrinsic, Super Class - ascending, Class - ascending_neuron, Primary Cell Type - XA, Alternative Cell Type(s) - XA,synapseless_ascending, Community labels - filled with large vesicles, probably neuromodulatory,soma in VNC.
720575941507870277	BANC_626:720575941507870277	adult neuron	female organism	BANC626:720575941507870277	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - lamina_wide_field, Primary Cell Type - Lawf1, Alternative Cell Type(s) - Lawf1, Community labels - CNS neuron,soma in brain.
720575941507871105	BANC_626:720575941507871105	adult neuron	female organism	BANC626:720575941507871105	BANC annotations: Flow - afferent, Super Class - sensory, Class - olfactory_receptor_neuron, Sub Class - antenna_olfactory_receptor_neuron, Primary Cell Type - ORN_DM4, Alternative Cell Type(s) - ORN_DM4, Nerve - left_antennal_nerve.
720575941507871557	BANC_626:720575941507871557	adult neuron	female organism	BANC626:720575941507871557	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - distal_medulla, Primary Cell Type - Dm12, Alternative Cell Type(s) - Dm12, Community labels - CNS neuron,soma in brain.
