filename	label	is_a	part_of	dbxrefs	comment
720575941559970319	BANC_626:720575941559970319	adult neuron	female organism	BANC626:720575941559970319	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN20A.22A085, Alternative Cell Type(s) - IN20A.22A085, Community labels - soma in VNC.
720575941559971087	BANC_626:720575941559971087	adult neuron	female organism	BANC626:720575941559971087	BANC annotations: Flow - afferent, Super Class - sensory, Nerve - left_second_abdominal_nerve, Community labels - INXXX363?.
720575941559973647	BANC_626:720575941559973647	adult neuron	female organism	BANC626:720575941559973647	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_bilateral_interconnecting, Primary Cell Type - IN00A031, Alternative Cell Type(s) - IN00A031, Community labels - soma in VNC.
720575941559974159	BANC_626:720575941559974159	adult neuron	female organism	BANC626:720575941559974159	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN03A070, Alternative Cell Type(s) - IN03A070, Community labels - soma in VNC.
720575941559975951	BANC_626:720575941559975951	adult neuron	female organism	BANC626:720575941559975951	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Class - single_leg_neuromere, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN13A003, Alternative Cell Type(s) - IN13A003, Community labels - soma in VNC.
720575941559977261	BANC_626:720575941559977261	adult neuron	female organism	BANC626:720575941559977261	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T5c, Alternative Cell Type(s) - T5c, Community labels - CNS neuron,T5 neuron,soma in brain.
720575941559977587	BANC_626:720575941559977587	adult neuron	female organism	BANC626:720575941559977587	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - distal_medulla, Primary Cell Type - Dm3p, Alternative Cell Type(s) - Dm3p, Community labels - CNS neuron,soma in brain.
720575941559978797	BANC_626:720575941559978797	adult neuron	female organism	BANC626:720575941559978797	BANC annotations: Flow - efferent, Super Class - motor, Class - leg_motor_neuron, Sub Class - front_leg_motor_neuron, Primary Cell Type - sternal_posterior_rotator_miller_32, Alternative Cell Type(s) - sternal_posterior_rotator_miller_32, Nerve - right_prothoracic_accessory_nerve, Community labels - innervates T1 leg,innervates leg,innervates right side of body.
720575941559979123	BANC_626:720575941559979123	adult neuron	female organism	BANC626:720575941559979123	BANC annotations: Flow - afferent, Super Class - sensory, Class - thoracic_abdominal_segmental_sensory_neuron, Sub Class - thorax_thoracic_abdominal_segmental_sensory_neuron, Primary Cell Type - SNpp23, Alternative Cell Type(s) - SNpp23, Nerve - left_posterior_dorsal_mesothoracic_nerve.
720575941559983987	BANC_626:720575941559983987	adult neuron	female organism	BANC626:720575941559983987	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - lamina_wide_field, Primary Cell Type - Lawf2, Alternative Cell Type(s) - Lawf2, Community labels - CNS neuron,soma in brain.
720575941559984755	BANC_626:720575941559984755	adult neuron	female organism	BANC626:720575941559984755	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - lobula_lobula_plate_columnar, Primary Cell Type - LLPC3, Alternative Cell Type(s) - LLPC3, Community labels - soma in brain.
720575941559986803	BANC_626:720575941559986803	adult neuron	female organism	BANC626:720575941559986803	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - medulla_tubercle, Primary Cell Type - MeTu4a, Alternative Cell Type(s) - MeTu4a, Community labels - soma in brain.
720575941560004653	BANC_626:720575941560004653	adult neuron	female organism	BANC626:720575941560004653	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - lobula_columnar, Primary Cell Type - LC18, Alternative Cell Type(s) - LC18, Community labels - soma in brain.
720575941560007469	BANC_626:720575941560007469	adult neuron	female organism	BANC626:720575941560007469	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CL323a, Alternative Cell Type(s) - CL323a, Community labels - soma in brain.
720575941560013171	BANC_626:720575941560013171	adult neuron	female organism	BANC626:720575941560013171	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - distal_medulla, Primary Cell Type - Dm3v, Alternative Cell Type(s) - Dm3v, Community labels - CNS neuron,soma in brain.
720575941560016499	BANC_626:720575941560016499	adult neuron	female organism	BANC626:720575941560016499	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - lobula_intrinsic, Primary Cell Type - Li08, Alternative Cell Type(s) - Li08, Community labels - soma in brain.
720575941560019215	BANC_626:720575941560019215	adult neuron	female organism	BANC626:720575941560019215	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - SMP320b, Alternative Cell Type(s) - SMP320b, Community labels - soma in brain.
720575941560020462	BANC_626:720575941560020462	adult neuron	female organism	BANC626:720575941560020462	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - kenyon_cell, Sub Class - KCg, Primary Cell Type - KCg-m, Alternative Cell Type(s) - KCg-m, Community labels - soma in brain.
