filename	label	is_a	part_of	dbxrefs	comment
720575941495611520	BANC_626:720575941495611520	adult neuron	female organism	BANC626:720575941495611520	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - kenyon_cell, Sub Class - KCab, Primary Cell Type - KCab-p, Alternative Cell Type(s) - KCab-p, Community labels - soma in brain.
720575941495615943	BANC_626:720575941495615943	adult neuron	female organism	BANC626:720575941495615943	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - lamina_wide_field, Primary Cell Type - Lawf2, Alternative Cell Type(s) - Lawf2, Community labels - CNS neuron,soma in brain.
720575941495616711	BANC_626:720575941495616711	adult neuron	female organism	BANC626:720575941495616711	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T1, Alternative Cell Type(s) - T1, Community labels - CNS neuron,soma in brain.
720575941495617152	BANC_626:720575941495617152	adult neuron	female organism	BANC626:720575941495617152	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - medulla_intrinsic, Primary Cell Type - Mi13, Alternative Cell Type(s) - Mi13, Community labels - CNS neuron,soma in brain.
720575941495617991	BANC_626:720575941495617991	adult neuron	female organism	BANC626:720575941495617991	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - lobula_columnar, Primary Cell Type - LC11, Alternative Cell Type(s) - LC11, Community labels - CNS neuron,soma in brain.
720575941495618939	BANC_626:720575941495618939	adult neuron	female organism	BANC626:720575941495618939	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_contralateral_restricted, Primary Cell Type - IN01A063, Alternative Cell Type(s) - IN01A063, Community labels - soma in VNC.
720575941495621499	BANC_626:720575941495621499	adult neuron	female organism	BANC626:720575941495621499	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN21A077, Alternative Cell Type(s) - IN21A077, Community labels - soma in VNC.
720575941495624320	BANC_626:720575941495624320	adult neuron	female organism	BANC626:720575941495624320	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm2, Alternative Cell Type(s) - Tm2, Community labels - CNS neuron,soma in brain.
720575941495626622	BANC_626:720575941495626622	adult neuron	female organism	BANC626:720575941495626622	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - thorax_bristle_neuron, Primary Cell Type - SNta05, Alternative Cell Type(s) - SNta05, Nerve - right_posterior_dorsal_mesothoracic_nerve.
720575941495626951	BANC_626:720575941495626951	adult neuron	female organism	BANC626:720575941495626951	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB2932, Alternative Cell Type(s) - CB2932, Community labels - soma in brain.
