filename	label	AD	DBD	part_of
Janelia-2025678411631951970-VNC-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_095_589_2646538124947095589_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_SS01057_VNC_2020__1	P{R20C05-p65.AD}	P{R85H06-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2025678948314120290-VNC-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_786_341_2646525153906786341_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_SS00726_VNC_2020__1	P{R25C08-p65.AD}	P{R68A06-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2026743742282596450-VNC-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_677_606_2646541684669677606_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_SS01059_VNC_2020__1	P{R21F01-p65.AD}	P{R22D06-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2026743756111216738-VNC-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_253_800_2646532501547253800_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_SS01061_VNC_2020__1	P{R22H02-p65.AD}	P{R20F03-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2026743773425303650-VNC-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_155_493_2646526821931155493_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_SS01063_VNC_2020__1	P{R24F06-p65.AD}	P{R45E06-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2026743779444129890-VNC-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_213_863_2646528568091213863_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_SS01064_VNC_2020__1	P{R27E07-p65.AD}	P{R14D01-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2026743795286016098-VNC-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_277_672_2646526756894277672_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_SS01078_VNC_2020__1	P{R69C11-p65.AD}	P{R81D05-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2026743814697255010-VNC-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_951_014_2646527371405951014_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_SS01077_VNC_2020__1	P{R61A01-p65.AD}	P{VT057280-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2026743819650728034-VNC-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_174_376_2646546283900174376_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_SS01080_VNC_2020__1	P{R84B12-p65.AD}	P{VT048835-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-2026743832460132450-VNC-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_805_350_2646537881425805350_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_SS01081_VNC_2020__1	P{R91C05-p65.AD}	P{R31B08-GAL4.DBD}	female organism|thoracico-abdominal ganglion
