filename	label	is_a	part_of	dbxrefs	comment
720575941480527413	BANC_626:720575941480527413	adult neuron	female organism	BANC626:720575941480527413	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - hind_leg_bristle_neuron, Primary Cell Type - SNta38, Alternative Cell Type(s) - SNta38, Nerve - left_metathoracic_leg_nerve.
720575941480528514	BANC_626:720575941480528514	adult neuron	female organism	BANC626:720575941480528514	BANC annotations: Flow - afferent, Super Class - sensory, Class - chordotonal_organ_neuron, Sub Class - front_leg_hook_chordotonal_organ_neuron, Primary Cell Type - SNpp39, Alternative Cell Type(s) - SNpp39, Nerve - right_prothoracic_leg_nerve.
720575941480529282	BANC_626:720575941480529282	adult neuron	female organism	BANC626:720575941480529282	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN20A.22A040, Alternative Cell Type(s) - IN20A.22A040, Community labels - soma in VNC.
720575941480529571	BANC_626:720575941480529571	adult neuron	female organism	BANC626:720575941480529571	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - medulla_intrinsic, Primary Cell Type - Mi9, Alternative Cell Type(s) - Mi9, Community labels - CNS neuron,soma in brain.
720575941480534658	BANC_626:720575941480534658	adult neuron	female organism	BANC626:720575941480534658	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Class - single_leg_neuromere, Sub Class - ventral_nerve_cord_contralateral_restricted, Primary Cell Type - IN14A014, Alternative Cell Type(s) - IN14A014, Community labels - soma in VNC.
720575941480538703	BANC_626:720575941480538703	adult neuron	female organism	BANC626:720575941480538703	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - central_complex_input_neuron, Sub Class - FB_tangential, Primary Cell Type - CB.FB3, Alternative Cell Type(s) - 4D2,CB.FB3, Community labels - soma in brain.
720575941480545154	BANC_626:720575941480545154	adult neuron	female organism	BANC626:720575941480545154	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Class - single_leg_neuromere, Sub Class - ventral_nerve_cord_bilateral_interconnecting, Primary Cell Type - IN23B049, Alternative Cell Type(s) - IN23B049, Community labels - soma in VNC.
720575941480546690	BANC_626:720575941480546690	adult neuron	female organism	BANC626:720575941480546690	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Class - single_leg_neuromere, Sub Class - ventral_nerve_cord_contralateral_restricted, Primary Cell Type - IN14A013, Alternative Cell Type(s) - IN14A013, Community labels - soma in VNC.
720575941480550018	BANC_626:720575941480550018	adult neuron	female organism	BANC626:720575941480550018	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_bilateral_restricted, Primary Cell Type - IN06A094, Alternative Cell Type(s) - IN06A094, Community labels - soma in VNC.
720575941480552271	BANC_626:720575941480552271	adult neuron	female organism	BANC626:720575941480552271	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - y_neuron, Primary Cell Type - Y3, Alternative Cell Type(s) - Y3, Community labels - CNS neuron,soma in brain.
