filename	label	is_a	part_of	dbxrefs	comment
720575941448906421	BANC_626:720575941448906421	adult neuron	female organism	BANC626:720575941448906421	BANC annotations: Flow - afferent, Super Class - sensory, Class - orphan_neuron, Sub Class - front_leg_orphan_neuron, Primary Cell Type - SNxxxx, Alternative Cell Type(s) - SNxxxx, Nerve - right_prothoracic_leg_nerve.
720575941448907086	BANC_626:720575941448907086	adult neuron	female organism	BANC626:720575941448907086	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - lobula_columnar, Primary Cell Type - LC10a, Alternative Cell Type(s) - LC10a, Community labels - soma in brain.
720575941448908893	BANC_626:720575941448908893	adult neuron	female organism	BANC626:720575941448908893	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm3, Alternative Cell Type(s) - Tm3, Community labels - CNS neuron,soma in brain.
720575941448909237	BANC_626:720575941448909237	adult neuron	female organism	BANC626:720575941448909237	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - wing_margin_bristle_neuron, Primary Cell Type - SNta04, Alternative Cell Type(s) - SNta04, Nerve - right_anterior_dorsal_mesothoracic_nerve.
720575941448909493	BANC_626:720575941448909493	adult neuron	female organism	BANC626:720575941448909493	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - wing_margin_bristle_neuron, Primary Cell Type - SNta04, Alternative Cell Type(s) - SNta04, Nerve - right_anterior_dorsal_mesothoracic_nerve.
720575941448910158	BANC_626:720575941448910158	adult neuron	female organism	BANC626:720575941448910158	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T5d, Alternative Cell Type(s) - T5d, Community labels - CNS neuron,T5 neuron,soma in brain.
720575941448915293	BANC_626:720575941448915293	adult neuron	female organism	BANC626:720575941448915293	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - medulla_intrinsic, Primary Cell Type - Mi9, Alternative Cell Type(s) - Mi9, Community labels - CNS neuron,soma in brain.
720575941448915534	BANC_626:720575941448915534	adult neuron	female organism	BANC626:720575941448915534	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - lamina_wide_field, Primary Cell Type - Lawf2, Alternative Cell Type(s) - Lawf2, Community labels - CNS neuron,soma in brain.
720575941448915805	BANC_626:720575941448915805	adult neuron	female organism	BANC626:720575941448915805	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T1, Alternative Cell Type(s) - T1, Community labels - CNS neuron,soma in brain.
720575941448919901	BANC_626:720575941448919901	adult neuron	female organism	BANC626:720575941448919901	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Class - single_leg_neuromere, Sub Class - ventral_nerve_cord_bilateral_restricted, Primary Cell Type - IN21A020, Alternative Cell Type(s) - IN21A020, Community labels - soma in VNC.
720575941448922717	BANC_626:720575941448922717	adult neuron	female organism	BANC626:720575941448922717	BANC annotations: Flow - intrinsic, Super Class - descending, Class - descending_neuron, Primary Cell Type - DNg11, Alternative Cell Type(s) - DNg11, Community labels - CNS neuron,soma in brain.
