filename	label	is_a	part_of	dbxrefs	comment
720575941652574193	BANC_626:720575941652574193	adult neuron	female organism	BANC626:720575941652574193	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Class - single_leg_neuromere, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN08A022, Alternative Cell Type(s) - IN08A022, Community labels - soma in VNC.
720575941652578801	BANC_626:720575941652578801	adult neuron	female organism	BANC626:720575941652578801	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - lobula_plate_lobula_columnar, Primary Cell Type - LPLC2, Alternative Cell Type(s) - LPLC2, Community labels - soma in brain.
720575941652579093	BANC_626:720575941652579093	adult neuron	female organism	BANC626:720575941652579093	BANC annotations: Flow - intrinsic, Super Class - descending, Class - descending_neuron, Primary Cell Type - DNge149, Alternative Cell Type(s) - DNge149, Community labels - CNS neuron,soma in brain,soma on midline.
720575941652582129	BANC_626:720575941652582129	adult neuron	female organism	BANC626:720575941652582129	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB1268, Alternative Cell Type(s) - CB1268, Community labels - soma in brain.
720575941652590065	BANC_626:720575941652590065	adult neuron	female organism	BANC626:720575941652590065	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB2840, Alternative Cell Type(s) - CB2840, Community labels - soma in brain.
720575941652590609	BANC_626:720575941652590609	adult neuron	female organism	BANC626:720575941652590609	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Class - ventral_nerve_cord_centripetal, Sub Class - ventral_nerve_cord_bilateral_interconnecting, Primary Cell Type - IN09B048, Alternative Cell Type(s) - IN09B048.
720575941652590809	BANC_626:720575941652590809	adult neuron	female organism	BANC626:720575941652590809	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - lobula_intrinsic, Primary Cell Type - Li18, Alternative Cell Type(s) - Li18, Community labels - CB3828,CNS neuron,soma in brain.
720575941652590833	BANC_626:720575941652590833	adult neuron	female organism	BANC626:720575941652590833	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - central_complex_output_neuron, Sub Class - FS, Primary Cell Type - FS4A, Alternative Cell Type(s) - FS4A,FS4B,FS4C, Community labels - soma in brain.
720575941652598513	BANC_626:720575941652598513	adult neuron	female organism	BANC626:720575941652598513	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB0366, Alternative Cell Type(s) - CB0366, Community labels - soma in brain.
720575941652600281	BANC_626:720575941652600281	adult neuron	female organism	BANC626:720575941652600281	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - lobula_intrinsic, Primary Cell Type - Li10, Alternative Cell Type(s) - Li10, Community labels - CB3819,CNS neuron,soma in brain.
720575941652612369	BANC_626:720575941652612369	adult neuron	female organism	BANC626:720575941652612369	BANC annotations: Flow - afferent, Super Class - sensory, Class - orphan_neuron, Sub Class - abdomen_orphan_neuron, Primary Cell Type - SNxx06, Alternative Cell Type(s) - SNxx06, Nerve - left_fourth_abdominal_nerve.
720575941652614129	BANC_626:720575941652614129	adult neuron	female organism	BANC626:720575941652614129	BANC annotations: Flow - intrinsic, Super Class - descending, Class - descending_neuron, Primary Cell Type - DNae002, Alternative Cell Type(s) - DNae002, Community labels - CNS neuron,soma in brain.
720575941652616433	BANC_626:720575941652616433	adult neuron	female organism	BANC626:720575941652616433	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - central_complex_input_neuron, Sub Class - FB_tangential, Primary Cell Type - CB.FB3, Alternative Cell Type(s) - 4L0,CB.FB3, Community labels - FB3B,soma in brain.
720575941652621073	BANC_626:720575941652621073	adult neuron	female organism	BANC626:720575941652621073	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - front_leg_bristle_neuron, Primary Cell Type - SNta45, Alternative Cell Type(s) - SNta45, Nerve - left_prothoracic_leg_nerve.
720575941652626193	BANC_626:720575941652626193	adult neuron	female organism	BANC626:720575941652626193	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Class - single_leg_neuromere, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN08A002, Alternative Cell Type(s) - IN08A002, Community labels - soma in VNC.
720575941652628977	BANC_626:720575941652628977	adult neuron	female organism	BANC626:720575941652628977	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - CB2990, Alternative Cell Type(s) - CB2990, Community labels - soma in brain.
720575941652633305	BANC_626:720575941652633305	adult neuron	female organism	BANC626:720575941652633305	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - lobula_medulla_tangential, Primary Cell Type - LMt2, Alternative Cell Type(s) - LMt2, Community labels - soma in brain.
720575941652633561	BANC_626:720575941652633561	adult neuron	female organism	BANC626:720575941652633561	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Primary Cell Type - WED057, Alternative Cell Type(s) - WED057, Community labels - soma in brain.
720575941652633585	BANC_626:720575941652633585	adult neuron	female organism	BANC626:720575941652633585	BANC annotations: Flow - intrinsic, Super Class - descending, Class - descending_neuron, Primary Cell Type - DNae002, Alternative Cell Type(s) - DNae002, Community labels - CNS neuron,soma in brain.
720575941652640017	BANC_626:720575941652640017	adult neuron	female organism	BANC626:720575941652640017	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - wing_margin_bristle_neuron, Primary Cell Type - SNta04, Alternative Cell Type(s) - SNta04, Nerve - right_anterior_dorsal_mesothoracic_nerve.
