filename	label	is_a	part_of	dbxrefs	comment
720575941534725610	BANC_626:720575941534725610	adult neuron	female organism	BANC626:720575941534725610	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm20, Alternative Cell Type(s) - Tm20, Community labels - CNS neuron,soma in brain.
720575941534726376	BANC_626:720575941534726376	adult neuron	female organism	BANC626:720575941534726376	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_interconnecting, Primary Cell Type - dMS2, Alternative Cell Type(s) - dMS2, Community labels - soma in VNC.
720575941534727658	BANC_626:720575941534727658	adult neuron	female organism	BANC626:720575941534727658	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - ocellar_intrinsic_neuron, Primary Cell Type - OCI, Alternative Cell Type(s) - OCI.
720575941534730689	BANC_626:720575941534730689	adult neuron	female organism	BANC626:720575941534730689	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - y_neuron, Primary Cell Type - Y3, Alternative Cell Type(s) - Y3, Community labels - CNS neuron,soma in brain.
720575941534731018	BANC_626:720575941534731018	adult neuron	female organism	BANC626:720575941534731018	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary_y, Primary Cell Type - TmY4, Alternative Cell Type(s) - TmY4, Community labels - CNS neuron,soma in brain.
720575941534732298	BANC_626:720575941534732298	adult neuron	female organism	BANC626:720575941534732298	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - medulla_intrinsic, Primary Cell Type - Mi1, Alternative Cell Type(s) - Mi1, Community labels - CNS neuron,soma in brain.
720575941534732481	BANC_626:720575941534732481	adult neuron	female organism	BANC626:720575941534732481	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T3, Alternative Cell Type(s) - T3, Community labels - CNS neuron,soma in brain.
720575941534732993	BANC_626:720575941534732993	adult neuron	female organism	BANC626:720575941534732993	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - optic_lobe_intrinsic_centrifugal, Primary Cell Type - C2, Alternative Cell Type(s) - C2, Community labels - CNS neuron,centrifugal,soma in brain.
720575941534733234	BANC_626:720575941534733234	adult neuron	female organism	BANC626:720575941534733234	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm21, Alternative Cell Type(s) - Tm21, Community labels - CNS neuron,soma in brain.
720575941534733800	BANC_626:720575941534733800	adult neuron	female organism	BANC626:720575941534733800	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Class - single_leg_neuromere, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN13A001, Alternative Cell Type(s) - IN13A001, Community labels - soma in VNC.
