filename	label	is_a	part_of	dbxrefs	comment
720575941626775334	BANC_626:720575941626775334	adult neuron	female organism	BANC626:720575941626775334	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_bilateral_interconnecting, Primary Cell Type - IN08B093, Alternative Cell Type(s) - IN08B093, Community labels - soma in VNC.
720575941626786186	BANC_626:720575941626786186	adult neuron	female organism	BANC626:720575941626786186	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - lobula_columnar, Primary Cell Type - LC15, Alternative Cell Type(s) - LC15, Community labels - soma in brain.
720575941626796089	BANC_626:720575941626796089	adult neuron	female organism	BANC626:720575941626796089	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transmedullary, Primary Cell Type - Tm3, Alternative Cell Type(s) - Tm3, Community labels - CNS neuron,soma in brain.
720575941626797606	BANC_626:720575941626797606	adult neuron	female organism	BANC626:720575941626797606	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T4d, Alternative Cell Type(s) - T4d, Community labels - CNS neuron,T4 neuron,soma in brain.
720575941626798393	BANC_626:720575941626798393	adult neuron	female organism	BANC626:720575941626798393	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T3, Alternative Cell Type(s) - T3, Community labels - CNS neuron,soma in brain.
720575941626801190	BANC_626:720575941626801190	adult neuron	female organism	BANC626:720575941626801190	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN08A030, Alternative Cell Type(s) - IN08A030, Community labels - CNS neuron,soma in VNC.
720575941626802233	BANC_626:720575941626802233	adult neuron	female organism	BANC626:720575941626802233	BANC annotations: Flow - intrinsic, Super Class - central_brain_intrinsic, Class - central_complex_intrinsic_neuron, Sub Class - PFN, Primary Cell Type - PFNa, Alternative Cell Type(s) - PFNa, Community labels - soma in brain.
720575941626807334	BANC_626:720575941626807334	adult neuron	female organism	BANC626:720575941626807334	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - thorax_bristle_neuron, Primary Cell Type - SNta02, Alternative Cell Type(s) - SNta02, Nerve - left_posterior_dorsal_mesothoracic_nerve.
720575941626810937	BANC_626:720575941626810937	adult neuron	female organism	BANC626:720575941626810937	BANC annotations: Flow - intrinsic, Super Class - visual_projection, Class - lobula_columnar, Primary Cell Type - LC10a, Alternative Cell Type(s) - LC10a, Community labels - soma in brain.
720575941626812966	BANC_626:720575941626812966	adult neuron	female organism	BANC626:720575941626812966	BANC annotations: Flow - afferent, Super Class - sensory, Class - bristle_neuron, Sub Class - thorax_bristle_neuron, Primary Cell Type - SNta02, Alternative Cell Type(s) - SNta02, Nerve - left_posterior_dorsal_mesothoracic_nerve.
720575941626814265	BANC_626:720575941626814265	adult neuron	female organism	BANC626:720575941626814265	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T4a, Alternative Cell Type(s) - T4a, Community labels - CNS neuron,T4 neuron,soma in brain.
720575941626831417	BANC_626:720575941626831417	adult neuron	female organism	BANC626:720575941626831417	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - optic_lobe_intrinsic_centrifugal, Primary Cell Type - C2, Alternative Cell Type(s) - C2, Community labels - CNS neuron,centrifugal,soma in brain.
720575941626832697	BANC_626:720575941626832697	adult neuron	female organism	BANC626:720575941626832697	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T2a, Alternative Cell Type(s) - T2a, Community labels - CNS neuron,T2 neuron,soma in brain.
720575941626833721	BANC_626:720575941626833721	adult neuron	female organism	BANC626:720575941626833721	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T5b, Alternative Cell Type(s) - T5b, Community labels - CNS neuron,T5 neuron,soma in brain.
720575941626835513	BANC_626:720575941626835513	adult neuron	female organism	BANC626:720575941626835513	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - lamina_wide_field, Primary Cell Type - Lawf1, Alternative Cell Type(s) - Lawf1, Community labels - CNS neuron,soma in brain.
720575941626836025	BANC_626:720575941626836025	adult neuron	female organism	BANC626:720575941626836025	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T2, Alternative Cell Type(s) - T2, Community labels - CNS neuron,soma in brain.
720575941626842169	BANC_626:720575941626842169	adult neuron	female organism	BANC626:720575941626842169	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T5b, Alternative Cell Type(s) - T5b, Community labels - CNS neuron,T5 neuron,T5a?.
720575941626854713	BANC_626:720575941626854713	adult neuron	female organism	BANC626:720575941626854713	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T5a, Alternative Cell Type(s) - T5a, Community labels - CNS neuron,T5 neuron,soma in brain.
720575941626855462	BANC_626:720575941626855462	adult neuron	female organism	BANC626:720575941626855462	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_interconnecting, Primary Cell Type - IN03A030, Alternative Cell Type(s) - IN03A030, Community labels - soma in VNC.
720575941626858278	BANC_626:720575941626858278	adult neuron	female organism	BANC626:720575941626858278	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN01B037, Alternative Cell Type(s) - IN01B037, Community labels - soma in VNC.
720575941626863654	BANC_626:720575941626863654	adult neuron	female organism	BANC626:720575941626863654	BANC annotations: Flow - intrinsic, Super Class - ventral_nerve_cord_intrinsic, Sub Class - ventral_nerve_cord_ipsilateral_restricted, Primary Cell Type - IN13A047, Alternative Cell Type(s) - IN13A047, Community labels - soma in VNC.
720575941626863929	BANC_626:720575941626863929	adult neuron	female organism	BANC626:720575941626863929	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - translobula_plate, Primary Cell Type - Tlp1, Alternative Cell Type(s) - Tlp1, Community labels - CNS neuron,soma in brain.
720575941626864697	BANC_626:720575941626864697	adult neuron	female organism	BANC626:720575941626864697	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T4a, Alternative Cell Type(s) - T4a, Community labels - CNS neuron,T4 neuron,soma in brain.
720575941626865209	BANC_626:720575941626865209	adult neuron	female organism	BANC626:720575941626865209	BANC annotations: Flow - intrinsic, Super Class - optic_lobe_intrinsic, Class - transverse_neuron, Primary Cell Type - T2a, Alternative Cell Type(s) - T2a, Community labels - CNS neuron,T2 neuron,soma in brain.
