filename	label	AD	DBD	part_of
Janelia-1841433281300529250-VNC-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_915_942_2624917800593915942_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_MB296B_VNC_2020__1	P{R15B01-p65.AD}	P{R26F01-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-1841433281535410274-VNC-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_893_410_2586473797162893410_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_MB296B_VNC_2020__2	P{R15B01-p65.AD}	P{R26F01-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-1841433281900314722-VNC-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_808_806_2624917456203808806_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_MB296B_VNC_2020__3	P{R15B01-p65.AD}	P{R26F01-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-1841433282508488802-VNC-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_701_410_2586474474018701410_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_MB058B_VNC_2020__1	P{R82C10-p65.AD}	P{R50B03-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-1841433283431235682-VNC-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_160_418_2586475997503160418_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_MB308B_VNC_2020__1	P{ple-p65.AD}	P{R26F01-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-1841433301160558690-VNC-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_233_954_2586471910506233954_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_MB315C_VNC_2020__1	PBac{R58E02-p65.AD}	P{R48H11-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-1842888951174529122-VNC-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_143_202_2586449637611143202_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_MB594B_VNC_2020__1	P{R13F02-p65.AD}	P{R58F02-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-1844663949644005474-VNC-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_816_167_2624219453616816167_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_MB027B_VNC_2020__1	P{R24H08-p65.AD}	P{R53F03-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-1844663949878886498-VNC-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_622_118_2624183964616622118_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_MB027B_VNC_2020__2	P{R24H08-p65.AD}	P{R53F03-GAL4.DBD}	female organism|thoracico-abdominal ganglion
Janelia-1844663950067630178-VNC-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_812_258_2586482484350812258_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_MB027B_VNC_2020__3	P{R24H08-p65.AD}	P{R53F03-GAL4.DBD}	female organism|thoracico-abdominal ganglion
