filename	label	part_of	Template	synonyms	dbxrefs	comment	is_a
20x-Brain-2328715419696758929	JRC_SS23204_Brain_20161014_17_F3_20x	female organism|adult brain|P{R13B05-GAL4.DBD} ∩ P{R13F04-p65.AD} expression pattern	JRC2018Unisex_c	SS23204|JRC_SS23204	FlyLightRaw:SS23204|FlyLightRawSlideCode:20161014_17_F3|jrc_slide_code_api:20161014_17_F3	tile(s): 'brain', effector genotype: 'pBPhsFlp2::PEST in attP3;; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005,pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1/ TM3, Sb', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20161014_17_F3', age: 'Adult'	expression pattern fragment
20x-Brain-2328715420929884305	JRC_SS23204_Brain_20161014_17_G1_20x	female organism|adult brain|P{R13B05-GAL4.DBD} ∩ P{R13F04-p65.AD} expression pattern	JRC2018Unisex_c	SS23204|JRC_SS23204	FlyLightRaw:SS23204|FlyLightRawSlideCode:20161014_17_G1|jrc_slide_code_api:20161014_17_G1	tile(s): 'brain', effector genotype: 'pBPhsFlp2::PEST in attP3;; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005,pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1/ TM3, Sb', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20161014_17_G1', age: 'Adult'	expression pattern fragment
20x-Brain-2328715422158815377	JRC_SS23206_Brain_20161014_17_H5_20x	female organism|adult brain|P{R13B05-GAL4.DBD} ∩ P{R28F06-p65.AD} expression pattern	JRC2018Unisex_c	SS23206|JRC_SS23206	FlyLightRaw:SS23206|FlyLightRawSlideCode:20161014_17_H5|jrc_slide_code_api:20161014_17_H5	tile(s): 'brain', effector genotype: 'pBPhsFlp2::PEST in attP3;; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005,pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1/ TM3, Sb', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20161014_17_H5', age: 'Adult'	expression pattern fragment
20x-Brain-2332292511952797841	JRC_SS23208_Brain_20161014_18_A2_20x	female organism|adult brain|P{R13B05-GAL4.DBD} ∩ P{R40F04-p65.AD} expression pattern	JRC2018Unisex_c	SS23208|JRC_SS23208	FlyLightRaw:SS23208|FlyLightRawSlideCode:20161014_18_A2|jrc_slide_code_api:20161014_18_A2	tile(s): 'brain', effector genotype: 'pBPhsFlp2::PEST in attP3;; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005,pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1/ TM3, Sb', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20161014_18_A2', age: 'Adult'	expression pattern fragment
20x-Brain-2332292512405782673	JRC_SS23208_Brain_20161014_18_A4_20x	female organism|adult brain|P{R13B05-GAL4.DBD} ∩ P{R40F04-p65.AD} expression pattern	JRC2018Unisex_c	SS23208|JRC_SS23208	FlyLightRaw:SS23208|FlyLightRawSlideCode:20161014_18_A4|jrc_slide_code_api:20161014_18_A4	tile(s): 'brain', effector genotype: 'pBPhsFlp2::PEST in attP3;; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005,pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1/ TM3, Sb', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20161014_18_A4', age: 'Adult'	expression pattern fragment
20x-Brain-2332292512678412433	JRC_SS23208_Brain_20161014_18_A5_20x	female organism|adult brain|P{R13B05-GAL4.DBD} ∩ P{R40F04-p65.AD} expression pattern	JRC2018Unisex_c	SS23208|JRC_SS23208	FlyLightRaw:SS23208|FlyLightRawSlideCode:20161014_18_A5|jrc_slide_code_api:20161014_18_A5	tile(s): 'brain', effector genotype: 'pBPhsFlp2::PEST in attP3;; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005,pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1/ TM3, Sb', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20161014_18_A5', age: 'Adult'	expression pattern fragment
20x-Brain-2364262034314362978	JRC_SS30756_Brain_20170120_23_C1_20x	female organism|adult brain|P{R64B11-GAL4.DBD} ∩ P{R15C12-p65.AD} expression pattern	JRC2018Unisex_c	SS30756|JRC_SS30756	FlyLightRaw:SS30756|FlyLightRawSlideCode:20170120_23_C1|jrc_slide_code_api:20170120_23_C1	tile(s): 'brain', effector genotype: 'pBPhsFlp2::PEST in attP3;; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005,pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1/ TM3, Sb', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20170120_23_C1', age: 'Adult'	expression pattern fragment
20x-Brain-2364262034486329442	JRC_SS30756_Brain_20170120_23_C2_20x	female organism|adult brain|P{R64B11-GAL4.DBD} ∩ P{R15C12-p65.AD} expression pattern	JRC2018Unisex_c	SS30756|JRC_SS30756	FlyLightRaw:SS30756|FlyLightRawSlideCode:20170120_23_C2|jrc_slide_code_api:20170120_23_C2	tile(s): 'brain', effector genotype: 'pBPhsFlp2::PEST in attP3;; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005,pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1/ TM3, Sb', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20170120_23_C2', age: 'Adult'	expression pattern fragment
20x-Brain-2364262034654101602	JRC_SS30756_Brain_20170120_23_C3_20x	female organism|adult brain|P{R64B11-GAL4.DBD} ∩ P{R15C12-p65.AD} expression pattern	JRC2018Unisex_c	SS30756|JRC_SS30756	FlyLightRaw:SS30756|FlyLightRawSlideCode:20170120_23_C3|jrc_slide_code_api:20170120_23_C3	tile(s): 'brain', effector genotype: 'pBPhsFlp2::PEST in attP3;; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005,pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1/ TM3, Sb', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20170120_23_C3', age: 'Adult'	expression pattern fragment
20x-Brain-2364262034826068066	JRC_SS30756_Brain_20170120_23_C4_20x	female organism|adult brain|P{R64B11-GAL4.DBD} ∩ P{R15C12-p65.AD} expression pattern	JRC2018Unisex_c	SS30756|JRC_SS30756	FlyLightRaw:SS30756|FlyLightRawSlideCode:20170120_23_C4|jrc_slide_code_api:20170120_23_C4	tile(s): 'brain', effector genotype: 'pBPhsFlp2::PEST in attP3;; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005,pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1/ TM3, Sb', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20170120_23_C4', age: 'Adult'	expression pattern fragment
