filename	label	AD	DBD	part_of
Janelia-1845060921378996322-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_573_282_1898849286628573282_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-1845060921378996322-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_573_282_1898849286628573282_align_AlignedFlyBrain_8bitc_J18U_SG	PBac{R20A02-p65.AD}	P{R67F03-GAL4.DBD}	female organism|adult brain
Janelia-1845060921378996322-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_039_588_2624118672486039588_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	Janelia-1845060921378996322-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_039_588_2624118672486039588_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	PBac{R20A02-p65.AD}	P{R67F03-GAL4.DBD}	female organism|adult brain
Janelia-1852298186517905506-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_176_930_1901020949965176930_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-1852298186517905506-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_176_930_1901020949965176930_align_AlignedFlyBrain_8bitc_J18U_SG	P{R54G12-p65.AD}	P{R22B12-GAL4.DBD}	female organism|adult brain
Janelia-1852298186517905506-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_770_724_2624117783750770724_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	Janelia-1852298186517905506-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_770_724_2624117783750770724_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	P{R54G12-p65.AD}	P{R22B12-GAL4.DBD}	female organism|adult brain
Janelia-1996778063358066786-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_733_858_1996782231103733858_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-1996778063358066786-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_733_858_1996782231103733858_align_AlignedFlyBrain_8bitc_J18U_SG	P{R10E07-p65.AD}	P{R53C10-GAL4.DBD}	female organism|adult brain
Janelia-2022090243204710498-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_190_690_2022094341870190690_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2022090243204710498-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_190_690_2022094341870190690_align_AlignedFlyBrain_8bitc_J18U_SG	P{ple-p65.AD}	P{R42H01-GAL4.DBD}	female organism|adult brain
Janelia-2113432790291710050-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_757_602_2113565882532757602_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2113432790291710050-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_757_602_2113565882532757602_align_AlignedFlyBrain_8bitc_J18U_SG	P{R16C09-p65.AD}	P{R25B07-GAL4.DBD}	female organism|adult brain
Janelia-2113432792044929122-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_262_818_2113565885695262818_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2113432792044929122-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_262_818_2113565885695262818_align_AlignedFlyBrain_8bitc_J18U_SG	P{R16C09-p65.AD}	P{R28A10-GAL4.DBD}	female organism|adult brain
Janelia-2113432795803025506-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_174_498_2113567988803174498_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2113432795803025506-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_174_498_2113567988803174498_align_AlignedFlyBrain_8bitc_J18U_SG	P{R70G02-p65.AD}	P{R31D07-GAL4.DBD}	female organism|adult brain
Janelia-2113432814069219426-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_432_930_2113588269869432930_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2113432814069219426-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_432_930_2113588269869432930_align_AlignedFlyBrain_8bitc_J18U_SG	P{R65H10-p65.AD}	P{R81E08-GAL4.DBD}	female organism|adult brain
Janelia-2128206921692348514-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_390_690_2128212408865390690_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2128206921692348514-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_390_690_2128212408865390690_align_AlignedFlyBrain_8bitc_J18U_SG	P{R65H10-p65.AD}	P{R85A07-GAL4.DBD}	female organism|adult brain
Janelia-2128206927421767778-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_206_690_2128212661572206690_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2128206927421767778-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_206_690_2128212661572206690_align_AlignedFlyBrain_8bitc_J18U_SG	P{R64B08-p65.AD}	P{R95F09-GAL4.DBD}	female organism|adult brain
Janelia-2128206930001264738-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_685_026_2128212173602685026_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2128206930001264738-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_685_026_2128212173602685026_align_AlignedFlyBrain_8bitc_J18U_SG	P{R70G02-p65.AD}	P{R94F11-GAL4.DBD}	female organism|adult brain
Janelia-2128206934711468130-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_268_322_2128212679641268322_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2128206934711468130-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_268_322_2128212679641268322_align_AlignedFlyBrain_8bitc_J18U_SG	P{R85A07-p65.AD}	P{R66A08-GAL4.DBD}	female organism|adult brain
Janelia-2128206937186107490-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_772_578_2128212007562772578_align_AlignedFlyBrain_8bitc_J18U_SG	Janelia-2128206937186107490-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_772_578_2128212007562772578_align_AlignedFlyBrain_8bitc_J18U_SG	P{R76E07-p65.AD}	P{R66B12-GAL4.DBD}	female organism|adult brain
